return_period_yr,agg_n_cells,agg_events
10.822510822510823,2918,133
10.820168794633195,2918,133
10.817827780181739,2918,133
10.81548777849881,2917,133
10.813148788927336,2917,133
10.81081081081081,2917,133
10.8084738434933,2917,133
10.80613788631943,2917,133
10.8038029386344,2917,133
10.801468999783971,2917,133
10.799136069114471,2917,133
10.796804145972793,2917,133
10.79447322970639,2917,133
10.792143319663285,2917,133
10.789814415192058,2917,133
10.787486515641856,2917,133
10.785159620362382,2917,133
10.782833728703903,2917,133
10.780508840017248,2917,133
10.778184953653804,2917,133
10.775862068965518,2917,133
10.773540185304892,2917,133
10.771219302024988,2917,133
10.768899418479432,2917,133
10.766580534022394,2917,133
10.76426264800861,2916,133
10.76194575979337,2916,133
10.759629868732516,2916,133
10.757314974182444,2916,133
10.755001075500108,2916,133
10.75268817204301,2916,133
10.75037626316921,2916,133
10.748065348237317,2916,133
10.74575542660649,2916,133
10.743446497636441,2916,133
10.741138560687434,2916,133
10.738831615120274,2916,133
10.736525660296328,2916,133
10.734220695577502,2916,133
10.73191672032625,2916,133
10.729613733905579,2916,133
10.727311735679038,2916,133
10.725010725010724,2916,133
10.72271070126528,2916,133
10.72041166380789,2916,133
10.718113612004288,2916,133
10.715816545220745,2915,133
10.713520462824084,2915,133
10.711225364181663,2915,133
10.708931248661383,2915,133
10.70663811563169,2915,133
10.704345964461572,2915,133
10.702054794520548,2915,133
10.699764605178686,2915,133
10.69747539580659,2915,133
10.695187165775401,2915,133
10.6928999144568,2915,133
10.690613641223006,2915,133
10.688328345446772,2915,133
10.686044026501389,2915,133
10.683760683760683,2915,133
10.681478316599017,2915,133
10.679196924391286,2915,133
10.676916506512919,2915,133
10.67463706233988,2915,133
10.672358591248665,2914,133
10.670081092616304,2914,133
10.667804565820354,2914,133
10.665529010238908,2914,133
10.663254425250587,2914,133
10.660980810234541,2914,133
10.658708164570454,2914,133
10.656436487638533,2914,133
10.654165778819518,2914,133
10.651896037494675,2914,133
10.649627263045794,2913,133
10.647359454855195,2913,133
10.645092612305728,2913,133
10.642826734780758,2913,133
10.640561821664184,2913,133
10.638297872340425,2913,133
10.636034886194427,2913,133
10.633772862611655,2913,133
10.6315118009781,2913,133
10.629251700680273,2913,133
10.626992561105208,2913,133
10.62473438164046,2913,133
10.622477161674102,2913,133
10.620220900594733,2913,133
10.617965597791462,2913,133
10.615711252653927,2913,133
10.613457864572277,2913,133
10.611205432937181,2913,133
10.608953957139827,2912,133
10.606703436571914,2912,133
10.604453870625663,2912,133
10.60220525869381,2912,133
10.5999576001696,2912,133
10.5977108944468,2912,133
10.595465140919686,2912,133
10.59322033898305,2912,133
10.590976488032197,2912,133
10.58873358746294,2912,133
10.586491636671607,2912,133
10.584250635055039,2912,133
10.582010582010582,2912,133
10.579771476936099,2912,133
10.577533319229955,2912,133
10.575296108291033,2912,133
10.573059843518715,2911,133
10.570824524312897,2911,133
10.56859015007398,2911,133
10.566356720202874,2911,133
10.564124234100992,2911,133
10.561892691170257,2911,133
10.559662090813093,2911,133
10.557432432432432,2911,133
10.555203715431707,2911,133
10.552975939214859,2911,133
10.550749103186327,2911,133
10.548523206751055,2911,133
10.546298249314491,2911,133
10.54407423028258,2911,133
10.541851149061776,2911,133
10.539629005059021,2911,133
10.53740779768177,2911,133
10.53518752633797,2911,133
10.532968190436065,2910,133
10.530749789385004,2910,133
10.52853232259423,2910,133
10.526315789473685,2910,133
10.524100189433803,2910,133
10.521885521885523,2910,133
10.51967178624027,2910,133
10.51745898190997,2910,133
10.515247108307046,2910,133
10.513036164844408,2910,133
10.510826150935463,2910,133
10.508617065994116,2910,133
10.506408909434755,2909,133
10.504201680672269,2909,133
10.501995379122032,2909,133
10.499790004199916,2909,133
10.497585555322276,2909,133
10.495382031905962,2909,133
10.49317943336831,2909,133
10.490977759127151,2909,133
10.488777008600797,2909,133
10.486577181208053,2909,133
10.484378276368211,2909,133
10.482180293501049,2909,133
10.479983232026829,2909,133
10.477787091366304,2909,133
10.475591870940708,2909,133
10.473397570171764,2909,133
10.471204188481675,2909,133
10.469011725293132,2909,133
10.466820180029307,2909,133
10.464629552113855,2908,133
10.462439840970914,2908,133
10.460251046025105,2908,133
10.458063166701526,2908,133
10.455876202425763,2908,133
10.453690152623876,2908,133
10.451505016722408,2908,133
10.449320794148381,2908,133
10.447137484329295,2908,133
10.444955086693128,2908,133
10.442773600668337,2908,133
10.440593025683858,2908,133
10.438413361169102,2908,133
10.436234606553956,2908,133
10.434056761268781,2907,133
10.431879824744419,2907,133
10.429703796412182,2907,133
10.427528675703858,2907,133
10.42535446205171,2907,133
10.423181154888471,2907,133
10.421008753647353,2907,133
10.418837257762034,2907,133
10.416666666666666,2907,133
10.414496979795876,2907,133
10.412328196584756,2907,133
10.410160316468874,2907,133
10.407993338884262,2907,133
10.40582726326743,2907,133
10.403662089055347,2907,133
10.401497815685458,2907,133
10.399334442595674,2907,133
10.39717196922437,2906,133
10.395010395010395,2906,133
10.392849719393057,2906,133
10.390689941812136,2906,133
10.388531061707875,2906,133
10.38637307852098,2906,133
10.384215991692628,2906,133
10.382059800664452,2906,133
10.379904504878555,2906,133
10.377750103777501,2906,133
10.375596596804316,2906,133
10.37344398340249,2906,133
10.371292263015972,2905,133
10.369141435089174,2905,133
10.366991499066971,2905,133
10.364842454394694,2905,133
10.362694300518134,2905,133
10.360547036883547,2905,133
10.358400662937642,2905,133
10.356255178127588,2905,133
10.354110581901015,2905,133
10.351966873706004,2905,133
10.3498240529911,2905,133
10.347682119205299,2905,133
10.345541071798054,2905,133
10.34340091021928,2905,133
10.341261633919338,2904,133
10.339123242349048,2904,133
10.336985734959686,2904,133
10.334849111202976,2904,133
10.332713370531101,2904,133
10.330578512396695,2904,133
10.32844453625284,2904,133
10.326311441553077,2904,133
10.324179227751394,2904,133
10.32204789430223,2904,133
10.319917440660475,2904,133
10.317787866281469,2904,133
10.315659170621002,2904,133
10.313531353135314,2904,133
10.311404413281089,2904,133
10.309278350515465,2904,133
10.307153164296022,2903,133
10.305028854080792,2903,133
10.302905419328251,2903,133
10.300782859497321,2903,133
10.298661174047373,2903,133
10.29654036243822,2903,133
10.294420424130122,2903,133
10.29230135858378,2903,133
10.290183165260341,2903,133
10.2880658436214,2903,133
10.285949393128986,2903,133
10.283833813245577,2903,133
10.281719103434094,2903,133
10.279605263157896,2903,133
10.277492291880781,2903,133
10.275380189066995,2903,133
10.273268954181221,2903,133
10.271158586688578,2903,133
10.26904908605463,2903,133
10.26694045174538,2903,133
10.264832683227263,2902,133
10.262725779967159,2902,133
10.260619741432382,2902,133
10.258514567090685,2902,133
10.256410256410257,2902,133
10.25430680885972,2902,133
10.25220422390814,2902,133
10.25010250102501,2902,133
10.248001639680263,2902,133
10.245901639344263,2902,133
10.24380249948781,2902,133
10.241704219582138,2902,133
10.239606799098915,2901,133
10.237510237510238,2901,133
10.235414534288639,2901,133
10.233319688907082,2901,133
10.23122570083896,2901,133
10.229132569558102,2901,133
10.22704029453876,2901,133
10.224948875255624,2900,133
10.222858311183806,2900,133
10.220768601798856,2900,133
10.218679746576742,2900,133
10.21659174499387,2900,133
10.21450459652707,2900,133
10.212418300653594,2900,133
10.210332856851133,2900,133
10.208248264597795,2899,133
10.206164523372117,2899,133
10.204081632653061,2899,133
10.201999591920016,2899,133
10.199918400652795,2899,133
10.197838058331634,2899,133
10.195758564437194,2899,133
10.193679918450561,2899,133
10.191602119853242,2899,133
10.189525168127165,2899,132
10.187449062754686,2899,132
10.185373803218578,2899,132
10.183299389002036,2899,132
10.18122581958868,2899,132
10.17915309446254,2898,132
10.17708121310808,2898,132
10.175010175010176,2898,132
10.172939979654121,2898,132
10.17087062652563,2898,132
10.16880211511084,2898,132
10.1667344448963,2898,132
10.164667615368977,2898,132
10.16260162601626,2898,132
10.16053647632595,2898,132
10.158472165786266,2898,132
10.156408693885842,2898,132
10.15434606011373,2898,132
10.152284263959391,2898,132
10.150223304912709,2898,132
10.148163182463975,2898,132
10.146103896103897,2898,132
10.144045445323595,2898,132
10.141987829614605,2897,132
10.13993104846887,2897,132
10.137875101378752,2897,132
10.135819987837015,2897,132
10.133765707336847,2897,132
10.131712259371835,2897,132
10.12965964343598,2897,132
10.127607859023698,2897,132
10.125556905629809,2897,132
10.123506782749544,2897,132
10.121457489878543,2897,132
10.119409026512852,2897,132
10.117361392148927,2896,132
10.115314586283633,2896,132
10.11326860841424,2896,132
10.111223458038422,2896,132
10.109179134654266,2896,132
10.107135637760258,2896,132
10.105092966855295,2896,132
10.103051121438675,2896,132
10.1010101010101,2896,132
10.098969905069684,2896,132
10.096930533117932,2896,132
10.094891984655764,2896,132
10.092854259184497,2896,132
10.090817356205852,2896,132
10.088781275221953,2896,132
10.086746015735324,2896,132
10.084711577248891,2895,132
10.08267795926598,2895,132
10.080645161290322,2895,132
10.078613182826043,2895,132
10.07658202337767,2895,132
10.074551682450132,2895,132
10.07252215954875,2895,132
10.070493454179255,2895,132
10.068465565847765,2895,132
10.066438494060801,2895,132
10.064412238325282,2895,132
10.062386798148522,2895,132
10.060362173038229,2895,132
10.058338362502514,2894,132
10.05631536604988,2894,132
10.054293183189221,2894,132
10.052271813429835,2894,132
10.050251256281408,2894,132
10.04823151125402,2894,132
10.046212577858148,2894,132
10.04419445560466,2894,132
10.042177144004821,2894,132
10.040160642570282,2894,132
10.03814495081309,2894,132
10.036130068245685,2894,132
10.034115994380896,2894,132
10.032102728731942,2893,132
10.030090270812437,2893,132
10.028078620136382,2893,132
10.026067776218166,2893,132
10.024057738572575,2893,132
10.022048506714773,2893,132
10.02004008016032,2893,132
10.018032458425166,2893,132
10.01602564102564,2893,132
10.01401962747847,2893,132
10.012014417300762,2893,132
10.01001001001001,2893,132
10.0080064051241,2893,132
10.006003602161297,2893,132
10.004001600640256,2892,132
10.002000400080016,2892,132
10.0,2892,132
9.998000399920016,2892,132
9.996001599360255,2892,132
9.994003597841296,2892,132
9.992006394884093,2892,132
9.99000999000999,2892,132
9.988014382740712,2892,132
9.986019572598362,2892,132
9.984025559105431,2892,132
9.982032341784787,2892,132
9.980039920159681,2892,132
9.978048293753742,2892,132
9.976057462090981,2892,132
9.974067424695791,2892,132
9.97207818109294,2892,132
9.970089730807578,2892,132
9.968102073365232,2892,132
9.966115208291807,2891,132
9.964129135113591,2891,132
9.962143853357242,2891,132
9.9601593625498,2891,132
9.958175662218682,2891,132
9.956192751891676,2891,132
9.954210631096954,2891,132
9.952229299363058,2891,132
9.950248756218905,2891,132
9.948269001193792,2891,132
9.946290033817386,2891,132
9.94431185361973,2891,132
9.942334460131239,2891,132
9.940357852882704,2891,132
9.938382031405288,2890,132
9.936406995230525,2890,132
9.934432743890325,2890,132
9.932459276916966,2890,132
9.930486593843098,2890,132
9.928514694201747,2890,132
9.926543577526305,2890,132
9.924573243350537,2890,132
9.922603691208574,2890,132
9.920634920634921,2890,132
9.918666931164452,2890,132
9.916699722332408,2890,132
9.9147332936744,2890,132
9.912767644726408,2890,132
9.910802775024777,2890,132
9.908838684106223,2889,132
9.906875371507827,2889,132
9.904912836767036,2889,132
9.902951079421667,2889,132
9.900990099009901,2889,132
9.899029895070283,2889,132
9.897070467141726,2889,132
9.895111814763506,2889,132
9.893153937475267,2889,132
9.891196834817013,2889,132
9.889240506329115,2888,132
9.887284951552303,2888,132
9.885330170027679,2888,132
9.883376161296699,2888,132
9.881422924901186,2888,132
9.879470460383324,2888,132
9.877518767285657,2888,132
9.875567845151096,2888,132
9.873617693522906,2888,132
9.871668311944719,2888,132
9.869719699960521,2888,132
9.867771857114663,2888,132
9.865824782951854,2888,132
9.863878477017163,2888,132
9.861932938856016,2888,132
9.859988168014198,2888,132
9.858044164037855,2888,132
9.856100926473488,2887,132
9.854158454867955,2887,132
9.852216748768473,2887,132
9.850275807722616,2887,132
9.848335631278314,2887,132
9.846396218983852,2887,132
9.844457570387872,2887,132
9.84251968503937,2887,132
9.840582562487699,2887,132
9.838646202282566,2887,132
9.836710603974032,2887,132
9.83477576711251,2887,132
9.83284169124877,2887,132
9.830908375933936,2887,132
9.828975820719482,2887,132
9.827044025157234,2886,132
9.825112988799372,2886,132
9.82318271119843,2886,132
9.821253191907287,2886,132
9.819324430479183,2886,132
9.8173964264677,2886,132
9.815469179426776,2886,132
9.813542688910697,2886,132
9.811616954474097,2886,132
9.809691975671964,2886,132
9.80776775205963,2886,132
9.805844283192783,2886,132
9.803921568627452,2886,132
9.801999607920015,2886,132
9.800078400627205,2886,132
9.798157946306095,2886,132
9.796238244514107,2886,132
9.79431929480901,2886,132
9.792401096748923,2886,132
9.790483649892305,2886,132
9.788566953797964,2886,132
9.786651008025053,2886,132
9.784735812133073,2886,132
9.782821365681862,2885,132
9.780907668231611,2885,132
9.778994719342851,2885,132
9.777082518576456,2885,132
9.775171065493646,2885,132
9.773260359655982,2885,132
9.771350400625366,2885,132
9.769441187964048,2885,132
9.767532721234616,2885,132
9.765625,2885,132
9.763718023823472,2885,132
9.761811792268645,2885,132
9.759906304899474,2885,132
9.758001561280249,2885,132
9.75609756097561,2885,132
9.754194303550527,2885,132
9.752291788570314,2885,132
9.750390015600624,2884,132
9.748488984207448,2884,132
9.746588693957115,2884,132
9.744689144416293,2884,132
9.742790335151987,2884,132
9.74089226573154,2884,132
9.738994935722634,2884,132
9.737098344693282,2884,132
9.735202492211839,2884,132
9.733307377846993,2884,132
9.73141300116777,2884,132
9.72951936174353,2884,132
9.727626459143968,2884,132
9.725734292939118,2884,132
9.723842862699339,2883,132
9.721952167995333,2883,132
9.720062208398133,2883,132
9.718172983479105,2883,132
9.71628449280995,2883,132
9.714396735962696,2883,132
9.712509712509712,2883,132
9.710623422023694,2883,132
9.70873786407767,2883,132
9.706853038245,2883,132
9.70496894409938,2883,132
9.703085581214827,2883,132
9.701202949165696,2883,132
9.699321047526674,2883,132
9.69743987587277,2882,132
9.695559433779328,2882,132
9.693679720822024,2882,132
9.691800736576855,2882,132
9.689922480620154,2882,132
9.68804495252858,2882,132
9.686168151879116,2882,132
9.68429207824908,2882,132
9.682416731216112,2882,132
9.68054211035818,2882,132
9.67866821525358,2882,132
9.676795045480937,2882,132
9.674922600619196,2882,132
9.67305088024763,2882,132
9.671179883945841,2882,132
9.669309611293754,2882,132
9.667440061871616,2882,132
9.665571235260003,2882,132
9.663703131039814,2882,132
9.66183574879227,2882,132
9.659969088098919,2881,132
9.658103148541626,2881,132
9.656237929702588,2881,132
9.654373431164318,2881,132
9.652509652509652,2881,132
9.650646593321753,2881,132
9.648784253184099,2881,132
9.646922631680495,2881,132
9.645061728395062,2881,132
9.643201542912246,2881,132
9.641342074816814,2881,132
9.63948332369385,2881,132
9.637625289128758,2881,132
9.635767970707265,2881,132
9.633911368015415,2881,132
9.632055480639568,2881,132
9.63020030816641,2881,132
9.628345850182939,2881,132
9.626492106276473,2881,132
9.624639076034649,2880,132
9.62278675904542,2880,132
9.620935154897056,2880,132
9.619084263178145,2880,132
9.617234083477593,2880,132
9.615384615384615,2880,132
9.613535858488753,2880,132
9.611687812379854,2880,132
9.609840476648088,2880,132
9.607993850883936,2880,132
9.606147934678194,2880,132
9.604302727621974,2880,132
9.602458229306702,2880,132
9.600614439324117,2880,132
9.59877135726627,2880,132
9.596928982725528,2880,132
9.595087315294569,2880,132
9.593246354566386,2880,132
9.59140610013428,2880,132
9.589566551591869,2880,132
9.587727708533079,2880,132
9.585889570552148,2879,132
9.584052137243626,2879,132
9.582215408202376,2879,132
9.580379383023567,2879,132
9.578544061302683,2879,132
9.57670944263551,2879,132
9.574875526618154,2879,132
9.573042312847022,2879,132
9.571209800918837,2879,132
9.569377990430622,2879,132
9.567546880979716,2879,132
9.565716472163764,2878,132
9.563886763580719,2878,132
9.562057754828839,2878,132
9.560229445506693,2878,132
9.558401835213152,2878,132
9.5565749235474,2878,132
9.554748710108925,2878,132
9.552923194497517,2878,132
9.551098376313275,2878,132
9.549274255156607,2878,132
9.547450830628222,2878,132
9.545628102329133,2878,132
9.543806069860661,2878,132
9.541984732824428,2878,132
9.540164090822362,2877,132
9.538344143456696,2877,132
9.536524890329964,2877,132
9.534706331045005,2877,132
9.532888465204957,2877,132
9.531071292413268,2877,132
9.52925481227368,2877,132
9.527439024390244,2877,132
9.525623928367308,2877,132
9.523809523809524,2877,132
9.521995810321844,2877,132
9.52018278750952,2877,132
9.518370454978108,2877,132
9.51655881233346,2877,132
9.514747859181732,2877,132
9.512937595129376,2877,132
9.511128019783147,2877,132
9.509319132750095,2877,132
9.507510933637574,2877,132
9.505703422053232,2877,132
9.503896597605019,2877,132
9.502090459901178,2877,132
9.500285008550257,2876,132
9.498480243161094,2876,132
9.49667616334283,2876,132
9.4948727687049,2876,132
9.493070058857034,2876,132
9.491268033409263,2876,132
9.489466691971911,2876,132
9.487666034155598,2876,132
9.485866059571238,2876,132
9.484066767830045,2876,132
9.482268158543524,2876,132
9.480470231323473,2876,132
9.47867298578199,2876,132
9.476876421531463,2876,132
9.475080538184574,2876,132
9.473285335354301,2876,132
9.471490812653911,2876,132
9.469696969696969,2876,132
9.46790380609733,2876,132
9.46611132146914,2876,132
9.46431951542684,2876,132
9.462528387585163,2875,132
9.460737937559129,2875,132
9.458948164964056,2875,132
9.457159069415548,2875,132
9.4553706505295,2875,132
9.453582907922103,2875,132
9.45179584120983,2875,132
9.45000945000945,2875,132
9.44822373393802,2875,132
9.446438692612885,2875,132
9.444654325651682,2875,132
9.442870632672332,2875,132
9.441087613293051,2875,132
9.439305267132339,2875,132
9.437523593808985,2875,132
9.435742592942065,2875,132
9.433962264150944,2875,132
9.432182607055273,2875,132
9.43040362127499,2874,132
9.428625306430323,2874,132
9.42684766214178,2874,132
9.42507068803016,2874,132
9.423294383716547,2874,132
9.42151874882231,2874,132
9.419743782969103,2874,132
9.417969485778865,2874,132
9.416195856873824,2874,132
9.414422895876482,2874,132
9.412650602409638,2874,132
9.410878976096367,2874,132
9.40910801656003,2874,132
9.407337723424272,2874,132
9.405568096313017,2874,132
9.40379913485048,2874,132
9.402030838661151,2874,132
9.400263207369806,2874,132
9.398496240601503,2874,132
9.396729937981583,2874,132
9.394964299135664,2874,132
9.393199323689648,2874,132
9.391435011269722,2874,132
9.389671361502348,2874,132
9.38790837401427,2873,132
9.386146048432513,2873,132
9.384384384384385,2873,132
9.382623381497467,2873,132
9.380863039399625,2873,132
9.379103357719002,2873,132
9.377344336084022,2873,132
9.375585974123382,2873,132
9.373828271466067,2873,132
9.372071227741332,2873,132
9.370314842578711,2873,132
9.36855911560802,2873,132
9.366804046459348,2872,132
9.365049634763064,2872,132
9.363295880149813,2872,132
9.361542782250515,2872,132
9.35979034069637,2872,132
9.358038555118847,2872,132
9.3562874251497,2872,132
9.354536950420954,2872,132
9.352787130564908,2872,132
9.35103796521414,2872,132
9.349289454001497,2872,132
9.347541596560104,2872,132
9.345794392523365,2872,132
9.344047841524949,2871,132
9.342301943198803,2871,132
9.340556697179151,2871,132
9.338812103100485,2871,132
9.337068160597573,2871,132
9.335324869305452,2871,132
9.333582228859436,2871,132
9.33184023889511,2871,132
9.33009889904833,2871,132
9.328358208955224,2871,132
9.326618168252192,2871,132
9.324878776575904,2871,132
9.323140033563304,2871,132
9.321401938851603,2871,132
9.319664492078285,2871,132
9.317927692881103,2871,132
9.31619154089808,2871,132
9.314456035767511,2871,132
9.312721177127957,2870,132
9.31098696461825,2870,132
9.309253397877491,2870,132
9.307520476545049,2870,132
9.305788200260562,2870,132
9.304056568663938,2870,132
9.30232558139535,2870,132
9.300595238095237,2870,132
9.298865538404314,2870,132
9.297136481963555,2870,132
9.295408068414204,2870,132
9.293680297397769,2870,132
9.29195316855603,2869,132
9.29022668153103,2869,132
9.288500835965076,2869,132
9.286775631500744,2869,132
9.285051067780874,2869,132
9.28332714444857,2869,132
9.281603861147206,2869,132
9.279881217520416,2869,132
9.2781592132121,2869,132
9.276437847866418,2869,132
9.274717121127805,2869,132
9.27299703264095,2869,132
9.271277582050807,2869,132
9.269558769002595,2869,132
9.267840593141798,2869,132
9.266123054114159,2869,132
9.264406151565685,2869,132
9.262689885142645,2869,132
9.260974254491572,2869,132
9.25925925925926,2869,132
9.25754489909276,2869,132
9.255831173639393,2869,132
9.254118082546734,2869,132
9.25240562546262,2868,132
9.250693802035153,2868,132
9.24898261191269,2868,132
9.247272054743851,2868,132
9.245562130177515,2868,132
9.243852837862821,2868,132
9.242144177449168,2868,132
9.240436148586213,2868,132
9.238728750923872,2868,132
9.237021984112323,2868,132
9.235315847801996,2868,132
9.233610341643583,2868,132
9.231905465288035,2868,132
9.230201218386561,2868,132
9.228497600590623,2868,132
9.226794611551947,2868,132
9.22509225092251,2868,132
9.223390518354547,2867,132
9.221689413500552,2867,132
9.219988936013277,2867,132
9.218289085545722,2867,132
9.216589861751151,2867,132
9.214891264283082,2867,132
9.213193292795284,2867,132
9.211495946941783,2867,132
9.209799226376864,2867,132
9.208103130755065,2867,132
9.206407659731173,2867,132
9.204712812960235,2867,132
9.203018590097551,2867,132
9.201324990798675,2867,132
9.19963201471941,2866,132
9.19793966151582,2866,132
9.196247930844216,2866,132
9.194556822361163,2866,132
9.192866335723478,2866,132
9.191176470588236,2866,132
9.189487226612755,2866,132
9.187798603454612,2866,132
9.186110600771633,2866,132
9.184423218221896,2866,132
9.182736455463727,2866,132
9.18105031215571,2866,132
9.179364787956674,2866,132
9.177679882525698,2866,132
9.175995595522114,2866,132
9.174311926605505,2866,132
9.1726288754357,2866,132
9.17094644167278,2865,132
9.169264624977076,2865,132
9.167583425009168,2865,132
9.165902841429881,2865,132
9.164222873900293,2865,132
9.16254352208173,2865,132
9.160864785635765,2865,132
9.159186664224217,2865,132
9.157509157509157,2865,132
9.155832265152902,2865,132
9.154155986818015,2865,132
9.152480322167307,2865,132
9.150805270863836,2865,132
9.149130832570906,2865,132
9.147457006952067,2864,132
9.145783793671118,2864,132
9.1441111923921,2864,132
9.142439202779302,2864,132
9.140767824497258,2864,132
9.139097057210748,2864,132
9.137426900584796,2864,132
9.13575735428467,2864,132
9.134088417975885,2864,132
9.132420091324201,2864,132
9.130752373995618,2864,132
9.12908526565638,2864,132
9.127418765972983,2864,132
9.125752874612155,2864,132
9.124087591240876,2863,132
9.122422915526364,2863,132
9.120758847136083,2863,132
9.119095385737735,2863,132
9.11743253099927,2863,132
9.115770282588878,2863,132
9.11410864017499,2863,132
9.112447603426281,2863,132
9.110787172011662,2863,132
9.109127345600292,2863,132
9.107468123861567,2863,132
9.105809506465125,2863,132
9.104151493080845,2863,132
9.102494083378845,2862,132
9.100837277029486,2862,132
9.099181073703367,2862,132
9.097525473071325,2862,132
9.095870474804439,2862,132
9.094216078574027,2862,132
9.092562284051645,2862,132
9.090909090909092,2862,132
9.089256498818397,2862,132
9.087604507451836,2862,132
9.08595311648192,2862,132
9.084302325581396,2862,132
9.082652134423252,2862,132
9.081002542680713,2862,132
9.079353550027237,2862,132
9.07770515613653,2861,132
9.076057360682519,2861,132
9.074410163339383,2861,132
9.072763563781528,2861,132
9.0711175616836,2861,132
9.06947215672048,2861,132
9.067827348567283,2861,132
9.066183136899365,2861,132
9.064539521392314,2861,132
9.06289650172195,2861,132
9.061254077564335,2861,132
9.05961224859576,2861,132
9.057971014492754,2861,132
9.056330374932077,2861,132
9.054690329590729,2861,132
9.053050878145935,2860,132
9.051412020275164,2860,132
9.049773755656108,2860,132
9.048136083966703,2860,132
9.04649900488511,2860,132
9.044862518089724,2860,132
9.043226623259178,2860,132
9.041591320072333,2860,132
9.03995660820828,2860,132
9.038322487346349,2860,132
9.036688957166094,2860,132
9.035056017347307,2860,132
9.033423667570009,2860,132
9.031791907514451,2860,132
9.030160736861117,2859,132
9.028530155290719,2859,132
9.026900162484203,2859,132
9.025270758122744,2859,132
9.023641941887746,2859,132
9.022013713460844,2859,132
9.020386072523904,2859,132
9.018759018759019,2859,132
9.017132551848512,2859,132
9.015506671474936,2859,132
9.013881377321075,2859,132
9.012256669069934,2859,132
9.010632546404757,2859,132
9.00900900900901,2859,132
9.007386056566384,2859,132
9.005763688760807,2859,132
9.004141905276427,2859,132
9.002520705797624,2859,132
9.000900090009,2858,132
8.999280057595392,2858,132
8.997660608241857,2858,132
8.99604174163368,2858,132
8.994423457456376,2858,132
8.992805755395683,2858,132
8.991188635137565,2858,132
8.989572096368214,2858,132
8.987956138774043,2858,132
8.986340762041696,2858,132
8.984725965858042,2858,132
8.983111749910169,2858,132
8.981498113885396,2858,132
8.979885057471265,2858,132
8.97827258035554,2858,132
8.976660682226212,2857,132
8.975049362771495,2857,132
8.973438621679827,2857,132
8.971828458639871,2857,132
8.97021887334051,2857,132
8.968609865470851,2857,132
8.96700143472023,2857,132
8.965393580778196,2857,132
8.963786303334528,2857,132
8.962179602079226,2857,132
8.960573476702509,2857,132
8.958967926894822,2857,132
8.957362952346829,2857,132
8.955758552749417,2857,132
8.954154727793696,2857,132
8.952551477170994,2857,132
8.95094880057286,2857,132
8.949346697691068,2857,132
8.94774516821761,2856,132
8.946144211844695,2856,132
8.94454382826476,2856,132
8.942944017170452,2856,132
8.94134477825465,2856,132
8.939746111210441,2856,132
8.93814801573114,2856,132
8.936550491510276,2856,132
8.9349535382416,2856,132
8.933357155619081,2856,132
8.931761343336905,2856,132
8.93016610108948,2856,132
8.928571428571429,2856,132
8.926977325477594,2856,132
8.925383791503034,2856,132
8.92379082634303,2855,132
8.922198429693076,2855,132
8.920606601248885,2855,132
8.919015340706386,2855,132
8.917424647761726,2855,132
8.91583452211127,2855,132
8.914244963451596,2855,132
8.9126559714795,2855,132
8.911067545891997,2855,132
8.909479686386314,2855,132
8.907892392659896,2855,132
8.906305664410402,2855,132
8.904719501335707,2855,132
8.903133903133902,2855,132
8.901548869503294,2855,132
8.8999644001424,2855,132
8.898380494749956,2855,132
8.896797153024911,2855,132
8.895214374666429,2855,132
8.893632159373889,2854,132
8.892050506846878,2854,132
8.890469416785207,2854,132
8.88888888888889,2854,132
8.887308922858159,2854,132
8.88572951839346,2854,132
8.884150675195452,2854,132
8.882572392965002,2854,132
8.880994671403197,2854,132
8.87941751021133,2854,132
8.877840909090908,2854,132
8.876264867743654,2854,132
8.874689385871495,2854,132
8.873114463176575,2854,132
8.87154009936125,2854,132
8.869966294128082,2854,132
8.86839304717985,2854,132
8.866820358219542,2853,132
8.865248226950355,2853,132
8.863676653075697,2853,132
8.862105636299185,2853,132
8.86053517632465,2853,132
8.85896527285613,2853,132
8.857395925597874,2853,132
8.855827134254339,2853,132
8.854258898530192,2853,132
8.852691218130312,2853,132
8.85112409275978,2853,132
8.849557522123893,2853,132
8.847991505928155,2853,132
8.846426043878273,2853,132
8.84486113568017,2853,132
8.843296781039971,2852,132
8.841732979664014,2852,132
8.84016973125884,2852,132
8.8386070355312,2852,132
8.837044892188052,2852,132
8.835483300936561,2852,132
8.8339222614841,2852,132
8.832361773538244,2852,132
8.830801836806781,2852,132
8.829242450997704,2852,132
8.82768361581921,2852,132
8.8261253309797,2852,132
8.824567596187787,2852,132
8.823010411152286,2852,132
8.821453775582215,2852,132
8.819897689186805,2852,132
8.818342151675486,2852,132
8.81678716275789,2852,132
8.815232722143865,2852,132
8.813678829543452,2852,132
8.812125484666902,2851,132
8.810572687224669,2851,132
8.809020436927414,2851,132
8.807468733485996,2851,132
8.805917576611483,2851,132
8.804366966015143,2851,132
8.80281690140845,2851,132
8.801267382503081,2851,132
8.79971840901091,2851,132
8.798169980644026,2851,132
8.796622097114708,2851,132
8.795074758135444,2851,132
8.793527963418924,2850,132
8.791981712678037,2850,132
8.79043600562588,2850,132
8.788890841975743,2850,132
8.787346221441124,2850,132
8.785802143735722,2850,132
8.784258608573436,2850,132
8.782715615668364,2850,132
8.781173164734808,2850,132
8.779631255487269,2850,132
