return_period_yr,max_hail_in,n_cells
384.61538461538464,9.324019,498
381.6793893129771,9.317545,498
378.7878787878788,9.317447,498
375.9398496240602,9.3172,498
373.13432835820896,9.313441,498
370.3703703703704,9.304032,498
367.6470588235294,9.297452,498
364.963503649635,9.290886,498
362.3188405797101,9.288362,498
359.71223021582733,9.281921,498
357.14285714285717,9.263118,498
354.6099290780142,9.256006,498
352.11267605633805,9.254138,498
349.65034965034965,9.241107,498
347.22222222222223,9.240875,498
344.82758620689657,9.237176,498
342.4657534246575,9.227889,498
340.13605442176873,9.224514,498
337.8378378378378,9.2226305,498
335.5704697986577,9.2201,498
333.3333333333333,9.21099,498
331.12582781456956,9.204256,498
328.94736842105266,9.198321,498
326.797385620915,9.193179,498
324.6753246753247,9.188274,498
322.5806451612903,9.183946,498
320.5128205128205,9.182037,498
318.47133757961785,9.18051,498
316.45569620253167,9.176801,498
314.4654088050315,9.174033,498
312.5,9.173848,498
310.55900621118013,9.170161,498
308.641975308642,9.1677,498
306.7484662576687,9.166245,498
304.8780487804878,9.165676,498
303.030303030303,9.163959,498
301.2048192771084,9.151959,498
299.4011976047904,9.148221,498
297.6190476190476,9.143602,498
295.85798816568047,9.14119,498
294.11764705882354,9.12764,498
292.39766081871346,9.126052,498
290.69767441860466,9.124877,498
289.01734104046244,9.120794,498
287.35632183908046,9.115486,498
285.7142857142857,9.114387,498
284.09090909090907,9.111657,498
282.4858757062147,9.11165,498
280.8988764044944,9.11058,498
279.3296089385475,9.110566,498
277.77777777777777,9.109417,498
276.24309392265195,9.107065,498
274.72527472527474,9.105896,498
273.224043715847,9.10129,498
271.7391304347826,9.094681,498
270.27027027027026,9.091028,498
268.81720430107526,9.088562,498
267.379679144385,9.087268,498
265.9574468085106,9.085306,498
264.55026455026456,9.078688,498
263.1578947368421,9.075373,498
261.78010471204186,9.07337,498
260.4166666666667,9.070966,498
259.0673575129534,9.067073,498
257.7319587628866,9.064886,498
256.4102564102564,9.062792,498
255.10204081632654,9.057578,498
253.80710659898477,9.054665,498
252.5252525252525,9.050332,498
251.25628140703517,9.04892,498
250.0,9.048351,498
248.75621890547265,9.041532,498
247.52475247524754,9.037566,498
246.30541871921181,9.035046,486
245.09803921568627,9.032557,486
243.90243902439025,9.0279,486
242.71844660194174,9.027055,486
241.54589371980677,9.024423,486
240.3846153846154,9.02247,486
239.23444976076556,9.022045,486
238.0952380952381,9.020632,486
236.96682464454977,9.018712,486
235.8490566037736,9.018348,486
234.7417840375587,9.011617,486
233.6448598130841,9.011053,486
232.5581395348837,9.008793,486
231.4814814814815,9.008285,486
230.4147465437788,9.006847,486
229.3577981651376,8.994725,486
228.31050228310502,8.990077,486
227.27272727272728,8.988876,486
226.2443438914027,8.988447,486
225.22522522522522,8.988376,486
224.2152466367713,8.986994,486
223.21428571428572,8.983378,486
222.22222222222223,8.981507,486
221.23893805309734,8.973892,486
220.26431718061673,8.965136,486
219.2982456140351,8.964757,486
218.34061135371178,8.961108,486
217.3913043478261,8.960103,486
216.45021645021646,8.957965,486
215.51724137931035,8.957133,486
214.59227467811158,8.954645,486
213.67521367521368,8.952927,486
212.7659574468085,8.951794,486
211.864406779661,8.95037,486
210.9704641350211,8.949542,486
210.08403361344537,8.942954,486
209.20502092050208,8.926992,486
208.33333333333334,8.926825,486
207.4688796680498,8.926411,486
206.61157024793388,8.9263935,486
205.76131687242798,8.922418,486
204.91803278688525,8.9211855,486
204.08163265306123,8.920434,486
203.2520325203252,8.91727,486
202.42914979757086,8.916053,486
201.61290322580646,8.914532,486
200.80321285140562,8.91402,486
200.0,8.90616,486
199.20318725099602,8.902286,486
198.4126984126984,8.899214,486
197.62845849802372,8.897706,486
196.8503937007874,8.896606,486
196.07843137254903,8.895907,486
195.3125,8.895832,486
194.55252918287937,8.894269,486
193.7984496124031,8.891412,486
193.05019305019306,8.889889,486
192.30769230769232,8.886619,486
191.57088122605364,8.875418,486
190.83969465648855,8.868238,486
190.11406844106463,8.867145,486
189.3939393939394,8.867013,486
188.67924528301887,8.865439,486
187.9699248120301,8.862863,486
187.26591760299627,8.859093,486
186.56716417910448,8.858865,486
185.87360594795538,8.858158,486
185.1851851851852,8.8576565,486
184.50184501845018,8.856092,486
183.8235294117647,8.852619,486
183.15018315018315,8.84704,486
182.4817518248175,8.843451,486
181.8181818181818,8.842532,486
181.15942028985506,8.841061,486
180.50541516245488,8.839946,486
179.85611510791367,8.837989,486
179.21146953405017,8.836022,486
178.57142857142858,8.8353615,486
177.93594306049823,8.830779,486
177.3049645390071,8.827109,486
176.67844522968198,8.825542,486
176.05633802816902,8.825469,486
175.43859649122808,8.825218,486
174.82517482517483,8.8168,486
174.21602787456445,8.816604,486
173.61111111111111,8.815622,486
173.01038062283737,8.813634,486
172.41379310344828,8.812259,486
171.82130584192439,8.809081,486
171.23287671232876,8.808797,486
170.64846416382252,8.807293,486
170.06802721088437,8.804653,486
169.4915254237288,8.804288,486
168.9189189189189,8.803697,486
168.35016835016836,8.796908,486
167.78523489932886,8.795691,486
167.22408026755852,8.795047,486
166.66666666666666,8.794616,486
166.11295681063123,8.793613,486
165.56291390728478,8.79063,486
165.01650165016503,8.790214,486
164.47368421052633,8.784353,486
163.9344262295082,8.783893,486
163.3986928104575,8.783178,486
162.86644951140065,8.781576,486
162.33766233766235,8.780877,486
161.81229773462783,8.776118,486
161.29032258064515,8.770504,486
160.77170418006432,8.769813,486
160.25641025641025,8.76447,486
159.7444089456869,8.764271,486
159.23566878980893,8.7636,486
158.73015873015873,8.761954,486
158.22784810126583,8.753847,486
157.72870662460568,8.752651,486
157.23270440251574,8.747959,486
156.73981191222572,8.747694,486
156.25,8.74442,486
155.76323987538942,8.744238,486
155.27950310559007,8.741519,486
154.79876160990713,8.739835,486
154.320987654321,8.739758,486
153.84615384615384,8.739168,486
153.37423312883436,8.736133,486
152.9051987767584,8.734727,486
152.4390243902439,8.732887,486
151.9756838905775,8.7327795,486
151.5151515151515,8.730905,486
151.05740181268882,8.730443,486
150.6024096385542,8.730398,486
150.15015015015015,8.728692,486
149.7005988023952,8.727564,486
149.2537313432836,8.724002,486
148.8095238095238,8.7237215,486
148.3679525222552,8.723321,486
147.92899408284023,8.723219,486
147.49262536873155,8.720635,486
147.05882352941177,8.718788,486
146.6275659824047,8.718212,486
146.19883040935673,8.716601,486
145.7725947521866,8.715051,486
145.34883720930233,8.714409,486
144.92753623188406,8.714021,486
144.50867052023122,8.71067,486
144.0922190201729,8.710049,486
143.67816091954023,8.709075,486
143.26647564469914,8.708541,486
142.85714285714286,8.708213,486
142.45014245014244,8.708117,486
142.04545454545453,8.704642,486
141.643059490085,8.703585,486
141.24293785310735,8.703067,486
140.8450704225352,8.700744,486
140.4494382022472,8.69882,486
140.0560224089636,8.697409,486
139.66480446927375,8.693035,486
139.27576601671308,8.692785,486
138.88888888888889,8.692397,486
138.50415512465375,8.691593,486
138.12154696132598,8.691149,486
137.7410468319559,8.691044,486
137.36263736263737,8.690539,486
136.986301369863,8.688977,486
136.6120218579235,8.68815,486
136.23978201634878,8.685604,486
135.8695652173913,8.685225,486
135.50135501355012,8.682031,486
135.13513513513513,8.680986,486
134.77088948787062,8.67767,486
134.40860215053763,8.676601,486
134.04825737265415,8.6718025,486
133.6898395721925,8.669473,486
133.33333333333334,8.668154,486
132.9787234042553,8.666415,486
132.6259946949602,8.66608,486
132.27513227513228,8.665671,486
131.92612137203167,8.665332,486
131.57894736842104,8.665194,486
131.23359580052494,8.660445,486
130.89005235602093,8.659928,486
130.54830287206266,8.658416,486
130.20833333333334,8.657295,486
129.87012987012986,8.654249,486
129.5336787564767,8.653166,486
129.19896640826875,8.653022,486
128.8659793814433,8.652133,486
128.53470437017995,8.651849,486
128.2051282051282,8.649566,486
127.8772378516624,8.647129,486
127.55102040816327,8.646686,486
127.2264631043257,8.646344,486
126.90355329949239,8.646169,486
126.58227848101266,8.64565,486
126.26262626262626,8.644577,486
125.94458438287154,8.643422,486
125.62814070351759,8.642776,486
125.31328320802005,8.642523,486
125.0,8.642193,486
124.68827930174564,8.642164,486
124.37810945273633,8.639905,486
124.06947890818859,8.6379175,486
123.76237623762377,8.637374,486
123.45679012345678,8.636191,486
123.15270935960591,8.630613,486
122.85012285012284,8.630588,486
122.54901960784314,8.630165,486
122.24938875305624,8.6297035,486
121.95121951219512,8.626941,486
121.65450121654501,8.625801,486
121.35922330097087,8.625636,486
121.06537530266344,8.624637,486
120.77294685990339,8.62369,486
120.48192771084338,8.622921,486
120.1923076923077,8.622707,433
119.9040767386091,8.617651,433
119.61722488038278,8.617541,433
119.33174224343675,8.617074,433
119.04761904761905,8.616842,433
118.76484560570071,8.616212,433
118.48341232227489,8.614712,433
118.2033096926714,8.614604,433
117.9245283018868,8.614251,433
117.6470588235294,8.613715,433
117.37089201877934,8.61129,433
117.096018735363,8.609689,433
116.82242990654206,8.60842,433
116.55011655011656,8.606797,433
116.27906976744185,8.6044235,433
116.0092807424594,8.60408,433
115.74074074074075,8.603299,433
115.47344110854503,8.602742,433
115.2073732718894,8.602635,433
114.94252873563218,8.601766,433
114.6788990825688,8.594689,433
114.41647597254004,8.592312,433
114.15525114155251,8.5923,433
113.89521640091117,8.589777,433
113.63636363636364,8.587853,433
113.37868480725623,8.587828,433
113.12217194570135,8.58274,433
112.86681715575621,8.582011,433
112.61261261261261,8.581257,433
112.35955056179775,8.580806,433
112.10762331838565,8.577416,433
111.85682326621924,8.57457,433
111.60714285714286,8.572422,433
111.35857461024499,8.571833,433
111.11111111111111,8.569617,433
110.86474501108647,8.562188,433
110.61946902654867,8.562103,433
110.37527593818984,8.559277,433
110.13215859030836,8.5582905,433
109.89010989010988,8.553809,433
109.64912280701755,8.553356,433
109.40919037199124,8.552184,433
109.17030567685589,8.5501585,433
108.93246187363835,8.5494175,433
108.69565217391305,8.549305,433
108.45986984815619,8.548873,433
108.22510822510823,8.546762,433
107.9913606911447,8.546292,433
107.75862068965517,8.545908,433
107.52688172043011,8.545576,433
107.29613733905579,8.543863,433
107.06638115631692,8.543618,433
106.83760683760684,8.543172,433
106.60980810234541,8.543002,433
106.38297872340425,8.541956,433
106.15711252653928,8.541826,433
105.9322033898305,8.541169,433
105.70824524312897,8.540793,433
105.48523206751055,8.540424,433
105.26315789473684,8.539304,433
105.04201680672269,8.537763,433
104.82180293501048,8.53237,433
104.60251046025104,8.531671,433
104.38413361169103,8.531451,433
104.16666666666667,8.531076,433
103.95010395010395,8.530905,433
103.7344398340249,8.529638,433
103.51966873706004,8.52867,433
103.30578512396694,8.528559,433
103.09278350515464,8.527801,433
102.88065843621399,8.5274315,433
102.6694045174538,8.524612,433
102.45901639344262,8.523791,433
102.24948875255623,8.521255,433
102.04081632653062,8.518691,433
101.83299389002036,8.517635,433
101.6260162601626,8.514308,433
101.41987829614604,8.514085,433
101.21457489878543,8.514062,433
101.01010101010101,8.51046,433
100.80645161290323,8.510123,433
100.6036217303823,8.508715,433
100.40160642570281,8.505351,433
100.20040080160321,8.505232,433
100.0,8.504818,433
99.8003992015968,8.504635,433
99.60159362549801,8.503861,433
99.40357852882704,8.503046,433
99.2063492063492,8.501983,433
99.00990099009901,8.500941,433
98.81422924901186,8.500851,433
98.61932938856016,8.499578,433
98.4251968503937,8.497573,433
98.23182711198429,8.4968195,433
98.03921568627452,8.496403,433
97.84735812133073,8.49562,433
97.65625,8.495397,433
97.46588693957115,8.493508,433
97.27626459143968,8.49306,433
97.0873786407767,8.492664,433
96.89922480620154,8.488772,433
96.71179883945841,8.482741,433
96.52509652509653,8.481841,433
96.33911368015414,8.481001,433
96.15384615384616,8.48005,433
95.96928982725528,8.479959,433
95.78544061302682,8.478984,433
95.60229445506693,8.478469,433
95.41984732824427,8.478281,433
95.23809523809524,8.478168,433
95.05703422053232,8.475977,433
94.87666034155598,8.475065,433
94.6969696969697,8.473676,433
94.5179584120983,8.472877,433
94.33962264150944,8.472048,433
94.16195856873823,8.471239,433
93.98496240601504,8.466855,433
93.80863039399625,8.466664,433
93.63295880149813,8.466189,433
93.45794392523365,8.465509,433
93.28358208955224,8.465497,433
93.10986964618249,8.462596,433
92.93680297397769,8.462348,433
92.7643784786642,8.462196,433
92.5925925925926,8.461565,433
92.42144177449168,8.461008,433
92.25092250922509,8.459756,433
92.08103130755065,8.459094,433
91.91176470588235,8.458734,433
91.74311926605505,8.456389,433
91.57509157509158,8.4510765,433
91.40767824497257,8.451068,433
91.24087591240875,8.450813,433
91.07468123861567,8.450552,433
90.9090909090909,8.448347,433
90.74410163339383,8.447839,433
90.57971014492753,8.447689,433
90.41591320072332,8.445881,433
90.25270758122744,8.445791,433
90.09009009009009,8.443132,433
89.92805755395683,8.44176,433
89.76660682226212,8.439818,433
89.60573476702508,8.439668,433
89.44543828264759,8.43913,433
89.28571428571429,8.438481,433
89.12655971479501,8.437128,433
88.96797153024912,8.436452,433
88.80994671403197,8.434466,433
88.65248226950355,8.433091,433
88.49557522123894,8.432148,433
88.33922261484099,8.4306135,433
88.18342151675485,8.430581,433
88.02816901408451,8.430495,433
87.87346221441125,8.428212,433
87.71929824561404,8.426404,433
87.56567425569177,8.425045,433
87.41258741258741,8.424478,433
87.26003490401396,8.424041,433
87.10801393728222,8.423989,433
86.95652173913044,8.422502,433
86.80555555555556,8.42107,433
86.65511265164645,8.420825,433
86.50519031141869,8.42051,433
86.35578583765113,8.419734,433
86.20689655172414,8.418457,433
86.05851979345955,8.41527,433
85.91065292096219,8.415192,433
85.76329331046313,8.414875,433
85.61643835616438,8.414473,433
85.47008547008546,8.414171,433
85.32423208191126,8.413835,433
85.17887563884156,8.41321,433
85.03401360544218,8.412675,433
84.88964346349745,8.410112,433
84.7457627118644,8.408949,433
84.60236886632826,8.40823,433
84.45945945945945,8.407936,433
84.31703204047217,8.407305,433
84.17508417508418,8.405965,433
84.03361344537815,8.401995,433
83.89261744966443,8.40148,433
83.75209380234506,8.40085,433
83.61204013377926,8.399206,433
83.47245409015025,8.397915,433
83.33333333333333,8.396276,433
83.19467554076539,8.395669,433
83.05647840531562,8.393506,433
82.91873963515755,8.393497,433
82.78145695364239,8.393149,433
82.64462809917356,8.392338,433
82.50825082508251,8.389628,433
82.37232289950576,8.386369,433
82.23684210526316,8.384767,433
82.10180623973727,8.383559,433
81.9672131147541,8.382475,433
81.83306055646482,8.381709,433
81.69934640522875,8.380966,433
81.56606851549755,8.380963,433
81.43322475570032,8.379935,433
81.30081300813008,8.379885,433
81.16883116883118,8.379784,433
81.03727714748784,8.378826,433
80.90614886731392,8.377752,433
80.77544426494346,8.377362,433
80.64516129032258,8.376592,433
80.51529790660226,8.374804,433
80.38585209003216,8.373544,433
80.25682182985554,8.370898,433
80.12820512820512,8.370809,433
80.0,8.370546,433
79.87220447284345,8.368444,433
79.74481658692186,8.367932,433
79.61783439490446,8.367612,433
79.4912559618442,8.367325,433
79.36507936507937,8.36666,433
79.23930269413628,8.364889,433
79.11392405063292,8.364586,433
78.98894154818325,8.363878,433
78.86435331230284,8.361172,433
78.74015748031496,8.360697,433
78.61635220125787,8.356441,433
78.49293563579278,8.352791,433
78.36990595611286,8.352436,433
78.24726134585289,8.352432,433
78.125,8.351362,433
78.003120124805,8.350175,433
77.88161993769471,8.349108,433
77.76049766718506,8.346967,433
77.63975155279503,8.34516,433
77.51937984496124,8.342939,433
77.39938080495357,8.342701,433
77.27975270479135,8.3422165,433
77.1604938271605,8.341028,433
77.04160246533128,8.340468,433
76.92307692307692,8.339645,433
76.80491551459293,8.33175,433
76.68711656441718,8.33136,433
76.5696784073507,8.330718,433
76.4525993883792,8.329845,433
76.33587786259542,8.329225,433
76.21951219512195,8.3287525,433
76.10350076103501,8.3286705,433
75.98784194528875,8.327782,433
75.87253414264036,8.327413,433
75.75757575757575,8.325792,433
75.642965204236,8.324384,433
75.52870090634441,8.323937,433
75.41478129713424,8.323142,433
75.3012048192771,8.321388,433
75.18796992481202,8.319115,433
75.07507507507508,8.317759,433
74.96251874062969,8.315441,433
74.8502994011976,8.314663,433
74.73841554559043,8.312664,433
74.6268656716418,8.312136,433
74.51564828614009,8.311772,433
74.4047619047619,8.311748,433
74.29420505200595,8.311636,433
74.1839762611276,8.311161,433
74.07407407407408,8.311088,433
73.96449704142012,8.310639,433
73.85524372230428,8.309601,433
73.74631268436578,8.306573,433
73.63770250368188,8.306051,433
73.52941176470588,8.304808,433
73.42143906020559,8.304684,433
73.31378299120234,8.303975,433
73.20644216691069,8.301478,433
73.09941520467837,8.30064,433
72.99270072992701,8.300308,433
72.8862973760933,8.300087,433
72.7802037845706,8.297884,433
72.67441860465117,8.295675,433
72.5689404934688,8.292034,433
72.46376811594203,8.291472,433
72.3589001447178,8.2900915,433
72.25433526011561,8.288632,433
72.15007215007215,8.288524,433
72.04610951008645,8.286539,433
71.94244604316546,8.28644,433
71.83908045977012,8.285469,433
71.73601147776183,8.28534,433
71.63323782234957,8.283054,433
71.5307582260372,8.28102,433
71.42857142857143,8.277434,433
71.32667617689016,8.275436,433
71.22507122507122,8.274764,433
71.12375533428165,8.272687,433
71.02272727272727,8.272611,433
70.92198581560284,8.27123,433
70.8215297450425,8.270993,433
70.72135785007072,8.270723,433
70.62146892655367,8.269421,433
70.52186177715092,8.268406,433
70.4225352112676,8.268311,433
70.32348804500704,8.267608,433
70.2247191011236,8.267428,433
70.12622720897616,8.266104,433
70.0280112044818,8.265812,433
69.93006993006993,8.265518,433
69.83240223463687,8.265468,433
69.7350069735007,8.265124,433
69.63788300835654,8.263078,433
69.54102920723227,8.262585,433
69.44444444444444,8.261021,433
69.34812760055479,8.259925,433
69.25207756232687,8.259179,433
69.15629322268326,8.259162,433
69.06077348066299,8.258983,433
68.96551724137932,8.25872,433
68.87052341597796,8.258405,433
68.7757909215956,8.255412,433
68.68131868131869,8.255376,433
68.58710562414267,8.254573,433
68.4931506849315,8.2531805,433
68.39945280437756,8.2529,433
68.30601092896175,8.25255,433
68.21282401091405,8.252361,433
68.11989100817439,8.25203,433
68.02721088435374,8.250847,433
67.93478260869566,8.250314,433
67.84260515603799,8.246911,433
67.75067750677506,8.246848,433
67.65899864682002,8.245961,433
67.56756756756756,8.2454195,433
67.47638326585695,8.244701,433
67.38544474393531,8.244109,433
67.29475100942126,8.244035,433
67.20430107526882,8.242592,433
67.11409395973155,8.242096,433
67.02412868632707,8.240803,433
66.93440428380187,8.240759,433
66.84491978609626,8.240286,433
66.75567423230974,8.240269,433
66.66666666666667,8.239535,433
66.57789613848202,8.239479,433
66.48936170212765,8.239346,433
66.40106241699867,8.238979,433
66.3129973474801,8.238826,433
66.2251655629139,8.237957,433
66.13756613756614,8.234986,433
66.05019815059445,8.233807,433
65.96306068601584,8.233404,433
65.87615283267458,8.232997,433
65.78947368421052,8.232327,433
65.7030223390276,8.231109,433
65.61679790026247,8.230862,433
65.53079947575361,8.229941,433
65.44502617801047,8.229333,433
65.359477124183,8.229248,433
65.27415143603133,8.229179,433
65.1890482398957,8.228413,433
65.10416666666667,8.228385,433
65.01950585175553,8.228315,433
64.93506493506493,8.228209,433
64.85084306095979,8.226967,433
64.76683937823834,8.225777,433
64.68305304010349,8.225185,433
64.59948320413437,8.224917,433
64.51612903225806,8.2239895,433
64.43298969072166,8.223096,433
64.35006435006434,8.222294,433
64.26735218508998,8.221331,433
64.18485237483954,8.221199,433
64.1025641025641,8.220936,433
64.02048655569783,8.220079,433
63.9386189258312,8.219248,433
63.85696040868455,8.2189,433
63.775510204081634,8.216039,433
63.69426751592356,8.214947,433
63.61323155216285,8.21488,433
63.53240152477764,8.213067,433
63.45177664974619,8.212281,433
63.371356147021544,8.2098,433
63.29113924050633,8.207998,433
63.21112515802781,8.204617,433
63.13131313131313,8.203472,433
63.05170239596469,8.20346,433
62.97229219143577,8.203297,433
62.893081761006286,8.201539,433
62.814070351758794,8.2013035,433
62.73525721455458,8.199592,433
62.65664160401003,8.198393,433
62.57822277847309,8.197872,433
62.5,8.196916,433
62.421972534332085,8.196854,433
62.34413965087282,8.196457,433
62.266500622665006,8.19586,433
62.18905472636816,8.194938,433
62.11180124223603,8.193922,433
62.03473945409429,8.193426,433
61.95786864931846,8.193254,433
61.881188118811885,8.192589,433
61.804697156983934,8.1922245,433
61.72839506172839,8.191623,433
61.652281134401974,8.191255,433
61.576354679802954,8.1912155,433
61.50061500615006,8.190746,433
61.42506142506142,8.188138,433
61.34969325153374,8.186458,433
61.27450980392157,8.185938,433
61.19951040391677,8.185801,433
61.12469437652812,8.185169,433
61.05006105006105,8.184667,433
60.97560975609756,8.182302,433
60.90133982947625,8.181642,433
60.82725060827251,8.18117,433
60.75334143377886,8.180784,433
60.679611650485434,8.179412,433
60.60606060606061,8.17903,433
60.53268765133172,8.1787615,433
60.45949214026602,8.177568,433
60.38647342995169,8.177136,433
60.31363088057901,8.175802,433
60.24096385542169,8.174963,433
60.16847172081829,8.17473,433
60.09615384615385,8.174075,433
60.024009603841534,8.173946,433
59.95203836930455,8.173126,433
59.880239520958085,8.172324,433
59.80861244019139,8.172319,433
59.73715651135006,8.171396,433
59.665871121718375,8.171293,433
59.594755661501786,8.170798,433
59.523809523809526,8.169722,433
59.45303210463734,8.169594,433
59.38242280285036,8.168328,433
59.31198102016607,8.1664915,433
59.241706161137444,8.166078,433
59.171597633136095,8.164706,433
59.1016548463357,8.163488,433
59.031877213695395,8.162401,433
58.9622641509434,8.161467,433
58.89281507656066,8.161046,433
58.8235294117647,8.160085,433
58.75440658049354,8.158655,433
58.68544600938967,8.158101,433
58.61664712778429,8.156828,433
58.5480093676815,8.153912,433
58.47953216374269,8.153114,433
58.41121495327103,8.152852,433
58.343057176196034,8.152111,433
58.27505827505828,8.149449,433
58.20721769499418,8.14916,433
58.13953488372093,8.149151,433
58.07200929152149,8.148698,433
58.0046403712297,8.147814,433
57.93742757821553,8.146816,433
57.870370370370374,8.145219,433
57.80346820809248,8.144935,433
57.736720554272516,8.143549,433
57.67012687427912,8.143229,433
57.6036866359447,8.1427965,433
57.537399309551205,8.142303,433
57.47126436781609,8.142104,433
57.4052812858783,8.141277,433
57.3394495412844,8.140543,433
57.2737686139748,8.13994,433
57.20823798627002,8.1399145,433
57.142857142857146,8.138809,433
57.077625570776256,8.137367,433
57.01254275940707,8.1357975,433
56.94760820045558,8.135436,433
56.882821387940844,8.134803,433
56.81818181818182,8.133662,433
56.75368898978434,8.133087,433
56.68934240362812,8.132792,433
56.625141562853905,8.131633,433
56.56108597285068,8.131547,433
56.49717514124294,8.13133,433
56.433408577878104,8.131008,433
56.36978579481398,8.1308975,433
56.306306306306304,8.129883,433
56.2429696287964,8.129436,433
56.17977528089887,8.127772,433
56.11672278338945,8.127192,433
56.053811659192824,8.126753,433
55.99104143337066,8.126163,433
55.92841163310962,8.125629,433
55.865921787709496,8.123316,433
55.80357142857143,8.123296,433
55.74136008918617,8.122509,433
55.67928730512249,8.12064,433
55.61735261401557,8.12033,433
55.55555555555556,8.1199465,433
55.49389567147614,8.119641,433
55.432372505543235,8.119506,433
55.370985603543744,8.1188345,433
55.309734513274336,8.117836,433
55.248618784530386,8.117714,433
55.18763796909492,8.116919,433
55.12679162072767,8.116853,433
55.06607929515418,8.116718,433
55.005500550055004,8.1165695,433
54.94505494505494,8.116112,433
54.88474204171241,8.11609,433
54.824561403508774,8.116014,433
54.7645125958379,8.1153345,433
54.70459518599562,8.114589,433
54.6448087431694,8.113796,433
54.585152838427945,8.1131935,433
54.525627044711015,8.112442,433
54.46623093681917,8.111757,433
54.4069640914037,8.110902,433
54.34782608695652,8.110564,433
54.28881650380022,8.110216,433
54.229934924078094,8.110083,433
54.17118093174431,8.108806,433
54.112554112554115,8.107209,433
54.054054054054056,8.106105,433
53.99568034557235,8.105789,433
53.937432578209275,8.105378,433
53.87931034482759,8.10503,433
53.821313240043054,8.104919,433
53.763440860215056,8.104216,433
53.70569280343717,8.102704,433
53.648068669527895,8.102662,433
53.59056806002144,8.102535,433
53.53319057815846,8.102478,433
53.475935828877006,8.102355,433
53.41880341880342,8.101846,433
