event_id,start_date,end_date,duration_days,n_active_cells,footprint_area_km2,peak_hail_max_in,peak_hail_mean_in,centroid_lat,centroid_lon
776,2010-04-08,2010-04-08,1,2,1540.12,1.1200000047683716,1.1200000047683716,35.75,-80.875
777,2010-04-11,2010-04-11,1,3,2310.18,1.6200000047683716,1.3700000047683716,35.801,-100.668
778,2010-04-12,2010-04-12,1,12,9240.72,1.8700000047683716,1.4325000047683716,44.391,-96.578
779,2010-04-13,2010-04-13,1,8,6160.48,1.8700000047683716,1.3075000047683716,38.734,-102.977
780,2010-04-14,2010-04-14,1,1,770.06,1.1200000047683716,1.1200000047683716,39.25,-100.25
781,2010-04-20,2010-04-24,5,79,60834.74,4.119999885559082,1.553544521331787,35.553,-96.584
782,2010-04-25,2010-04-25,1,4,3080.24,1.1200000047683716,1.1200000047683716,40.812,-79.75
783,2010-04-28,2010-04-28,1,1,770.06,1.1200000047683716,1.1200000047683716,42.0,-100.25
784,2010-04-29,2010-04-29,1,32,24641.92,2.119999885559082,1.369999885559082,40.415,-96.732
785,2010-04-30,2010-04-30,1,20,15401.199999999999,1.8700000047683716,1.220000147819519,37.068,-92.487
786,2010-05-01,2010-05-01,1,2,1540.12,1.1200000047683716,1.1200000047683716,35.75,-86.75
787,2010-05-02,2010-05-02,1,10,7700.599999999999,2.619999885559082,1.6449998617172241,34.389,-89.577
788,2010-05-03,2010-05-03,1,5,3850.2999999999997,1.8700000047683716,1.2699999809265137,39.382,-89.677
789,2010-05-05,2010-05-05,1,5,3850.2999999999997,1.6200000047683716,1.2699999809265137,41.186,-84.152
790,2010-05-06,2010-05-06,1,24,18481.44,2.619999885559082,1.4845832586288452,39.676,-98.591
791,2010-05-07,2010-05-07,1,18,13861.079999999998,2.619999885559082,1.4255555868148804,40.966,-82.66
792,2010-05-08,2010-05-08,1,2,1540.12,1.1200000047683716,1.1200000047683716,30.875,-83.75
793,2010-05-09,2010-05-10,2,28,21561.68,4.369999885559082,1.5842854976654053,37.438,-97.533
794,2010-05-11,2010-05-11,1,3,2310.18,1.8700000047683716,1.3700000047683716,38.546,-91.386
795,2010-05-12,2010-05-16,5,95,73155.7,2.869999885559082,1.519999623298645,36.767,-92.804
796,2010-05-17,2010-05-17,1,14,10780.84,1.8700000047683716,1.4950001239776611,34.59,-100.954
797,2010-05-18,2010-05-18,1,20,15401.199999999999,2.869999885559082,1.6449998617172241,39.48,-102.835
798,2010-05-19,2010-05-19,1,3,2310.18,3.369999885559082,2.4533331394195557,35.746,-97.996
799,2010-05-20,2010-05-21,2,33,25411.98,3.119999885559082,1.5215150117874146,35.984,-95.231
800,2010-05-22,2010-05-26,5,168,129370.07999999999,4.369999885559082,1.5113691091537476,40.578,-100.24
801,2010-05-27,2010-05-29,3,49,37732.939999999995,2.869999885559082,1.4108163118362427,42.178,-95.054
802,2010-05-30,2010-05-30,1,6,4620.36,1.6200000047683716,1.2033332586288452,36.302,-95.535
803,2010-05-31,2010-06-02,3,109,83936.54,3.119999885559082,1.5076146125793457,39.875,-96.493
804,2010-06-03,2010-06-04,2,40,30802.399999999998,4.119999885559082,1.7012498378753662,41.154,-93.08
805,2010-06-05,2010-06-05,1,5,3850.2999999999997,1.8700000047683716,1.2699999809265137,43.499,-90.719
806,2010-06-06,2010-06-07,2,41,31572.46,3.119999885559082,1.4431705474853516,41.064,-102.55
807,2010-06-08,2010-06-08,1,14,10780.84,1.8700000047683716,1.191428542137146,42.607,-99.398
808,2010-06-09,2010-06-13,5,54,41583.24,3.119999885559082,1.6061112880706787,38.322,-101.627
809,2010-06-14,2010-06-14,1,10,7700.599999999999,4.369999885559082,1.8200000524520874,35.168,-98.006
810,2010-06-15,2010-06-16,2,30,23101.8,2.619999885559082,1.5449997186660767,41.424,-99.137
811,2010-06-17,2010-06-21,5,146,112428.76,4.119999885559082,1.5720548629760742,42.097,-99.594
812,2010-06-22,2010-06-22,1,26,20021.559999999998,2.869999885559082,1.658461332321167,41.724,-99.016
813,2010-06-23,2010-06-23,1,6,4620.36,1.8700000047683716,1.3700000047683716,39.909,-88.818
814,2010-06-24,2010-06-26,3,73,56214.38,4.369999885559082,1.541232943534851,45.263,-99.391
815,2010-06-27,2010-06-27,1,2,1540.12,1.1200000047683716,1.1200000047683716,35.625,-87.875
816,2010-06-28,2010-06-29,2,4,3080.24,1.3700000047683716,1.1825000047683716,36.782,-92.399
817,2010-06-30,2010-07-02,3,31,23871.859999999997,2.869999885559082,1.5232254266738892,47.147,-106.722
818,2010-07-03,2010-07-03,1,9,6930.539999999999,1.8700000047683716,1.3700000047683716,42.742,-102.584
819,2010-07-04,2010-07-04,1,9,6930.539999999999,2.869999885559082,2.092222213745117,40.05,-103.646
820,2010-07-05,2010-07-05,1,1,770.06,1.1200000047683716,1.1200000047683716,48.25,-100.75
821,2010-07-06,2010-07-06,1,18,13861.079999999998,2.869999885559082,1.4672222137451172,43.347,-99.451
822,2010-07-09,2010-07-09,1,1,770.06,1.1200000047683716,1.1200000047683716,39.25,-120.25
823,2010-07-11,2010-07-12,2,32,24641.92,4.369999885559082,1.643437385559082,40.837,-99.853
824,2010-07-13,2010-07-13,1,19,14631.14,5.119999885559082,2.093683958053589,46.478,-101.015
825,2010-07-14,2010-07-14,1,7,5390.42,1.8700000047683716,1.2985714673995972,38.98,-99.873
826,2010-07-15,2010-07-15,1,5,3850.2999999999997,1.8700000047683716,1.4199999570846558,39.935,-102.737
827,2010-07-16,2010-07-17,2,46,35422.759999999995,2.869999885559082,1.4841305017471313,42.79,-93.876
828,2010-07-18,2010-07-18,1,8,6160.48,1.8700000047683716,1.5262500047683716,42.308,-96.799
829,2010-07-20,2010-07-20,1,23,17711.379999999997,1.8700000047683716,1.3917393684387207,43.258,-97.119
830,2010-07-21,2010-07-23,3,34,26182.039999999997,4.369999885559082,1.634705662727356,43.229,-94.892
831,2010-07-24,2010-07-24,1,2,1540.12,1.3700000047683716,1.2450000047683716,40.088,-87.558
832,2010-07-25,2010-07-25,1,1,770.06,1.1200000047683716,1.1200000047683716,40.25,-76.5
833,2010-07-26,2010-07-26,1,19,14631.14,4.119999885559082,1.7778946161270142,47.527,-102.487
834,2010-07-27,2010-07-27,1,10,7700.599999999999,2.869999885559082,1.7700001001358032,45.163,-95.372
835,2010-07-28,2010-07-28,1,5,3850.2999999999997,1.1200000047683716,1.1200000047683716,48.65,-107.25
836,2010-07-29,2010-07-31,3,15,11550.9,2.619999885559082,1.570000171661377,47.0,-103.245
837,2010-08-01,2010-08-02,2,13,10010.779999999999,1.8700000047683716,1.2930768728256226,46.388,-102.949
838,2010-08-03,2010-08-04,2,18,13861.079999999998,2.869999885559082,1.4394444227218628,40.252,-98.643
839,2010-08-05,2010-08-05,1,7,5390.42,1.8700000047683716,1.3700000047683716,40.492,-99.135
840,2010-08-06,2010-08-06,1,3,2310.18,1.3700000047683716,1.2033333778381348,47.052,-102.958
841,2010-08-07,2010-08-07,1,5,3850.2999999999997,1.8700000047683716,1.3199999332427979,43.152,-96.742
842,2010-08-08,2010-08-08,1,9,6930.539999999999,2.869999885559082,1.7033332586288452,43.096,-100.87
843,2010-08-09,2010-08-10,2,11,8470.66,1.6200000047683716,1.2336363792419434,43.968,-100.595
844,2010-08-11,2010-08-11,1,11,8470.66,2.869999885559082,1.5063636302947998,47.795,-105.412
845,2010-08-12,2010-08-12,1,11,8470.66,1.8700000047683716,1.3472727537155151,46.168,-100.915
846,2010-08-13,2010-08-13,1,1,770.06,1.1200000047683716,1.1200000047683716,38.5,-97.75
847,2010-08-14,2010-08-14,1,5,3850.2999999999997,1.8700000047683716,1.4700000286102295,38.386,-99.902
848,2010-08-15,2010-08-15,1,1,770.06,2.119999885559082,2.119999885559082,37.5,-105.0
849,2010-08-16,2010-08-16,1,2,1540.12,1.1200000047683716,1.1200000047683716,42.375,-89.25
850,2010-08-17,2010-08-17,1,3,2310.18,2.119999885559082,1.5366665124893188,47.218,-102.648
851,2010-08-18,2010-08-18,1,1,770.06,1.1200000047683716,1.1200000047683716,46.25,-96.75
852,2010-08-19,2010-08-20,2,10,7700.599999999999,1.8700000047683716,1.3700000047683716,44.23,-90.31
853,2010-08-29,2010-08-29,1,3,2310.18,1.8700000047683716,1.3700000047683716,47.704,-99.409
854,2010-08-30,2010-08-30,1,3,2310.18,1.1200000047683716,1.1200000047683716,43.0,-99.583
855,2010-08-31,2010-09-02,3,24,18481.44,2.619999885559082,1.2970832586288452,40.545,-97.916
856,2010-09-05,2010-09-06,2,4,3080.24,2.619999885559082,1.619999885559082,44.501,-96.27
857,2010-09-07,2010-09-07,1,5,3850.2999999999997,1.6200000047683716,1.2699999809265137,41.172,-81.603
858,2010-09-09,2010-09-09,1,11,8470.66,2.869999885559082,1.8472728729248047,46.327,-104.926
859,2010-09-10,2010-09-10,1,1,770.06,2.619999885559082,2.619999885559082,37.5,-97.5
860,2010-09-12,2010-09-12,1,1,770.06,1.1200000047683716,1.1200000047683716,46.25,-86.5
861,2010-09-13,2010-09-13,1,21,16171.259999999998,2.869999885559082,1.4295239448547363,40.703,-93.788
862,2010-09-14,2010-09-15,2,27,20791.62,3.119999885559082,1.48111093044281,40.343,-98.072
863,2010-09-16,2010-09-16,1,6,4620.36,1.8700000047683716,1.2450000047683716,37.511,-93.541
864,2010-09-17,2010-09-17,1,7,5390.42,1.8700000047683716,1.4057142734527588,41.978,-98.047
865,2010-09-18,2010-09-18,1,15,11550.9,3.119999885559082,1.820000171661377,40.703,-94.433
866,2010-09-20,2010-09-21,2,4,3080.24,1.6200000047683716,1.2450000047683716,41.1,-93.994
867,2010-09-22,2010-09-22,1,36,27722.159999999996,2.869999885559082,1.4394441843032837,43.12,-95.802
868,2010-09-24,2010-09-25,2,3,2310.18,2.619999885559082,1.619999885559082,39.942,-97.981
869,2010-09-26,2010-09-26,1,1,770.06,1.8700000047683716,1.8700000047683716,33.0,-81.25
870,2010-09-27,2010-09-27,1,2,1540.12,1.1200000047683716,1.1200000047683716,34.25,-83.5
871,2010-10-02,2010-10-02,1,2,1540.12,1.8700000047683716,1.8700000047683716,35.125,-106.5
872,2010-10-06,2010-10-06,1,1,770.06,1.6200000047683716,1.6200000047683716,37.5,-110.75
873,2010-10-08,2010-10-08,1,1,770.06,1.1200000047683716,1.1200000047683716,46.75,-103.0
874,2010-10-10,2010-10-10,1,6,4620.36,1.8700000047683716,1.4533333778381348,35.122,-98.589
875,2010-10-11,2010-10-11,1,5,3850.2999999999997,1.8700000047683716,1.2699999809265137,38.29,-82.33
876,2010-10-12,2010-10-12,1,13,10010.779999999999,1.8700000047683716,1.2353845834732056,33.163,-91.506
877,2010-10-13,2010-10-13,1,1,770.06,1.8700000047683716,1.8700000047683716,40.75,-85.75
878,2010-10-14,2010-10-14,1,4,3080.24,1.1200000047683716,1.1200000047683716,34.125,-81.0
879,2010-10-18,2010-10-18,1,1,770.06,1.1200000047683716,1.1200000047683716,35.0,-100.25
880,2010-10-21,2010-10-21,1,6,4620.36,1.8700000047683716,1.7033333778381348,33.07,-102.049
881,2010-10-22,2010-10-22,1,3,2310.18,1.1200000047683716,1.1200000047683716,39.25,-99.5
882,2010-10-23,2010-10-23,1,3,2310.18,1.1200000047683716,1.1200000047683716,42.0,-96.667
883,2010-10-24,2010-10-24,1,30,23101.8,2.869999885559082,1.4533330202102661,33.623,-91.425
884,2010-10-25,2010-10-25,1,5,3850.2999999999997,2.869999885559082,1.7699998617172241,33.0,-81.996
885,2010-10-26,2010-10-26,1,2,1540.12,1.1200000047683716,1.1200000047683716,33.625,-86.375
886,2010-11-01,2010-11-01,1,1,770.06,1.3700000047683716,1.3700000047683716,34.0,-94.0
887,2010-11-22,2010-11-22,1,5,3850.2999999999997,2.119999885559082,1.6200001239776611,40.589,-90.846
888,2010-11-29,2010-11-29,1,1,770.06,1.1200000047683716,1.1200000047683716,32.75,-89.25
889,2010-12-11,2010-12-11,1,1,770.06,1.3700000047683716,1.3700000047683716,33.25,-91.25
890,2010-12-31,2010-12-31,1,16,12320.96,2.869999885559082,1.416874885559082,35.432,-91.257
891,2011-01-10,2011-01-10,1,1,770.06,1.1200000047683716,1.1200000047683716,28.25,-83.0
892,2011-01-30,2011-01-30,1,2,1540.12,1.8700000047683716,1.4950000047683716,31.967,-94.625
893,2011-02-01,2011-02-01,1,1,770.06,1.1200000047683716,1.1200000047683716,34.0,-92.5
894,2011-02-23,2011-02-23,1,1,770.06,1.1200000047683716,1.1200000047683716,33.25,-102.0
895,2011-02-24,2011-02-24,1,1,770.06,1.1200000047683716,1.1200000047683716,36.75,-88.75
896,2011-02-27,2011-02-27,1,32,24641.92,1.8700000047683716,1.2606250047683716,38.235,-94.401
897,2011-02-28,2011-02-28,1,5,3850.2999999999997,1.8700000047683716,1.3199999332427979,35.848,-84.105
898,2011-03-04,2011-03-04,1,1,770.06,1.1200000047683716,1.1200000047683716,38.75,-92.25
899,2011-03-08,2011-03-08,1,7,5390.42,1.8700000047683716,1.2271429300308228,32.968,-92.371
900,2011-03-15,2011-03-15,1,1,770.06,1.1200000047683716,1.1200000047683716,45.5,-122.5
901,2011-03-18,2011-03-19,2,27,20791.62,2.119999885559082,1.3329628705978394,37.191,-97.012
902,2011-03-21,2011-03-22,2,44,33882.64,1.8700000047683716,1.307499885559082,40.819,-91.376
903,2011-03-23,2011-03-23,1,49,37732.939999999995,2.119999885559082,1.436326503753662,39.204,-82.265
904,2011-03-24,2011-03-24,1,2,1540.12,1.1200000047683716,1.1200000047683716,36.0,-100.5
905,2011-03-25,2011-03-29,5,104,80086.23999999999,3.119999885559082,1.4252885580062866,32.711,-88.046
906,2011-04-01,2011-04-01,1,2,1540.12,1.8700000047683716,1.4950000047683716,37.0,-84.063
907,2011-04-03,2011-04-03,1,59,45433.53999999999,3.119999885559082,1.4928815364837646,40.081,-93.736
908,2011-04-08,2011-04-08,1,57,43893.42,4.369999885559082,1.6287720203399658,37.586,-91.773
909,2011-04-10,2011-04-10,1,27,20791.62,3.119999885559082,1.6199997663497925,40.549,-92.871
910,2011-04-12,2011-04-12,1,1,770.06,1.1200000047683716,1.1200000047683716,38.5,-78.75
911,2011-04-14,2011-04-14,1,32,24641.92,4.369999885559082,1.377812385559082,36.784,-96.637
912,2011-04-15,2011-04-15,1,47,36192.82,4.369999885559082,1.6093621253967285,34.526,-88.833
913,2011-04-16,2011-04-16,1,10,7700.599999999999,1.8700000047683716,1.5950000286102295,35.673,-78.803
914,2011-04-18,2011-04-22,5,147,113198.81999999999,4.619999885559082,1.5961905717849731,36.446,-91.979
915,2011-04-23,2011-04-23,1,16,12320.96,2.869999885559082,1.698124885559082,35.138,-95.537
916,2011-04-25,2011-04-27,3,122,93947.31999999999,4.619999885559082,1.5708197355270386,35.898,-88.364
917,2011-04-28,2011-04-28,1,4,3080.24,2.869999885559082,1.5575000047683716,31.385,-82.079
918,2011-04-30,2011-05-01,2,14,10780.84,1.8700000047683716,1.3342857360839844,33.519,-95.862
919,2011-05-03,2011-05-03,1,1,770.06,1.1200000047683716,1.1200000047683716,36.75,-79.5
920,2011-05-06,2011-05-06,1,2,1540.12,1.1200000047683716,1.1200000047683716,38.375,-95.5
921,2011-05-07,2011-05-07,1,6,4620.36,1.1200000047683716,1.1200000047683716,40.375,-87.875
922,2011-05-08,2011-05-08,1,10,7700.599999999999,1.8700000047683716,1.3700000047683716,43.953,-98.155
923,2011-05-09,2011-05-11,3,105,80856.29999999999,4.619999885559082,1.5033334493637085,39.351,-89.163
924,2011-05-13,2011-05-13,1,13,10010.779999999999,1.8700000047683716,1.3315385580062866,35.557,-87.064
925,2011-05-14,2011-05-14,1,1,770.06,1.1200000047683716,1.1200000047683716,27.5,-81.5
926,2011-05-17,2011-05-17,1,2,1540.12,1.6200000047683716,1.3700000047683716,39.25,-102.954
927,2011-05-18,2011-05-22,5,187,144001.22,4.369999885559082,1.5237432718276978,39.166,-94.153
928,2011-05-23,2011-05-25,3,209,160942.53999999998,6.119999885559082,1.665454626083374,37.971,-91.811
929,2011-05-26,2011-05-30,5,170,130910.2,4.619999885559082,1.4229410886764526,40.346,-88.966
930,2011-05-31,2011-05-31,1,12,9240.72,2.869999885559082,1.974166750907898,33.147,-101.991
931,2011-06-01,2011-06-01,1,68,52364.079999999994,2.869999885559082,1.6089706420898438,40.789,-91.809
932,2011-06-02,2011-06-02,1,17,13091.019999999999,2.619999885559082,1.3847057819366455,44.454,-98.051
933,2011-06-04,2011-06-04,1,24,18481.44,1.8700000047683716,1.3387500047683716,40.459,-86.379
934,2011-06-06,2011-06-06,1,22,16941.32,1.8700000047683716,1.381363868713379,40.063,-96.308
