event_id,start_date,end_date,duration_days,n_active_cells,footprint_area_km2,peak_hail_max_in,peak_hail_mean_in,centroid_lat,centroid_lon
1539,2016-05-18,2016-05-18,1,2,1540.12,1.6200000047683716,1.3700000047683716,30.818,-105.976
1540,2016-05-19,2016-05-19,1,2,1540.12,1.6200000047683716,1.3700000047683716,29.318,-96.423
1541,2016-05-20,2016-05-20,1,2,1540.12,1.3700000047683716,1.2450000047683716,38.839,-97.303
1542,2016-05-21,2016-05-25,5,157,120899.42,4.369999885559082,1.584968090057373,39.522,-99.964
1543,2016-05-26,2016-05-27,2,78,60064.67999999999,4.119999885559082,1.5462822914123535,38.092,-98.282
1544,2016-05-28,2016-05-31,4,110,84706.59999999999,2.869999885559082,1.465454339981079,37.893,-99.379
1545,2016-06-01,2016-06-01,1,4,3080.24,2.619999885559082,1.682499885559082,30.333,-102.139
1546,2016-06-02,2016-06-02,1,1,770.06,1.1200000047683716,1.1200000047683716,27.75,-97.75
1547,2016-06-03,2016-06-03,1,6,4620.36,1.8700000047683716,1.3700000047683716,42.719,-98.674
1548,2016-06-04,2016-06-04,1,3,2310.18,1.6200000047683716,1.4533333778381348,37.943,-80.1
1549,2016-06-05,2016-06-05,1,1,770.06,1.1200000047683716,1.1200000047683716,41.5,-83.0
1550,2016-06-07,2016-06-07,1,2,1540.12,1.3700000047683716,1.2450000047683716,40.912,-91.593
1551,2016-06-08,2016-06-11,4,36,27722.159999999996,2.619999885559082,1.5644441843032837,45.972,-107.209
1552,2016-06-12,2016-06-13,2,30,23101.8,2.619999885559082,1.5033329725265503,41.15,-102.123
1553,2016-06-14,2016-06-14,1,5,3850.2999999999997,1.8700000047683716,1.6200001239776611,42.094,-99.234
1554,2016-06-15,2016-06-15,1,25,19251.5,4.119999885559082,1.4799998998641968,41.07,-96.508
1555,2016-06-16,2016-06-16,1,26,20021.559999999998,3.119999885559082,1.523845911026001,42.834,-90.67
1556,2016-06-17,2016-06-19,3,70,53904.2,2.869999885559082,1.5271430015563965,44.028,-97.738
1557,2016-06-20,2016-06-20,1,9,6930.539999999999,2.119999885559082,1.4533332586288452,42.069,-88.424
1558,2016-06-21,2016-06-21,1,26,20021.559999999998,3.119999885559082,1.533461332321167,45.899,-100.907
1559,2016-06-22,2016-06-23,2,14,10780.84,2.869999885559082,1.4950001239776611,38.186,-84.491
1560,2016-06-24,2016-06-24,1,7,5390.42,1.3700000047683716,1.2271429300308228,46.217,-99.425
1561,2016-06-25,2016-06-25,1,1,770.06,1.1200000047683716,1.1200000047683716,38.25,-101.25
1562,2016-06-26,2016-06-26,1,8,6160.48,1.8700000047683716,1.4012500047683716,38.883,-99.158
1563,2016-06-27,2016-06-29,3,54,41583.24,3.619999885559082,1.5135186910629272,41.11,-98.396
1564,2016-07-01,2016-07-01,1,3,2310.18,1.1200000047683716,1.1200000047683716,42.083,-74.083
1565,2016-07-02,2016-07-02,1,7,5390.42,1.8700000047683716,1.3342857360839844,40.949,-96.926
1566,2016-07-03,2016-07-06,4,61,46973.659999999996,3.119999885559082,1.4150822162628174,43.574,-100.138
1567,2016-07-07,2016-07-08,2,51,39273.06,4.369999885559082,1.7131372690200806,40.596,-94.797
1568,2016-07-09,2016-07-10,2,52,40043.119999999995,2.869999885559082,1.5863462686538696,46.171,-99.245
1569,2016-07-11,2016-07-12,2,14,10780.84,1.8700000047683716,1.2807142734527588,38.817,-99.195
1570,2016-07-13,2016-07-15,3,51,39273.06,2.869999885559082,1.566078543663025,40.616,-99.888
1571,2016-07-16,2016-07-16,1,19,14631.14,2.619999885559082,1.343684196472168,44.801,-98.219
1572,2016-07-17,2016-07-18,2,28,21561.68,1.8700000047683716,1.369999885559082,44.086,-93.089
1573,2016-07-19,2016-07-20,2,32,24641.92,4.119999885559082,1.612187385559082,44.707,-95.302
1574,2016-07-21,2016-07-21,1,5,3850.2999999999997,1.3700000047683716,1.1699999570846558,37.441,-85.153
1575,2016-07-22,2016-07-23,2,28,21561.68,2.619999885559082,1.423571228981018,44.328,-98.949
1576,2016-07-24,2016-07-24,1,2,1540.12,1.8700000047683716,1.4950000047683716,41.687,-98.538
1577,2016-07-25,2016-07-28,4,66,50823.96,2.619999885559082,1.6313636302947998,42.125,-100.446
1578,2016-07-30,2016-07-30,1,13,10010.779999999999,2.869999885559082,1.5046155452728271,43.921,-101.741
1579,2016-07-31,2016-07-31,1,4,3080.24,1.8700000047683716,1.3075000047683716,46.321,-103.268
1580,2016-08-01,2016-08-01,1,12,9240.72,1.8700000047683716,1.411666750907898,45.15,-99.322
1581,2016-08-02,2016-08-02,1,2,1540.12,2.119999885559082,1.619999885559082,46.568,-105.491
1582,2016-08-03,2016-08-03,1,18,13861.079999999998,3.119999885559082,1.7172222137451172,48.465,-99.453
1583,2016-08-04,2016-08-04,1,1,770.06,1.1200000047683716,1.1200000047683716,38.75,-100.5
1584,2016-08-05,2016-08-05,1,2,1540.12,1.1200000047683716,1.1200000047683716,38.625,-112.25
1585,2016-08-06,2016-08-06,1,2,1540.12,1.6200000047683716,1.3700000047683716,41.856,-85.781
1586,2016-08-08,2016-08-10,3,53,40813.18,4.119999885559082,1.5303775072097778,45.911,-101.387
1587,2016-08-11,2016-08-11,1,6,4620.36,1.8700000047683716,1.4533333778381348,42.557,-102.044
1588,2016-08-13,2016-08-13,1,2,1540.12,1.8700000047683716,1.4950000047683716,41.094,-102.656
1589,2016-08-14,2016-08-14,1,3,2310.18,2.119999885559082,1.5366665124893188,46.101,-103.255
1590,2016-08-15,2016-08-15,1,4,3080.24,1.3700000047683716,1.2450000047683716,43.325,-101.168
1591,2016-08-16,2016-08-16,1,5,3850.2999999999997,1.8700000047683716,1.4700000286102295,42.11,-94.73
1592,2016-08-17,2016-08-17,1,3,2310.18,1.3700000047683716,1.2033333778381348,45.716,-103.046
1593,2016-08-19,2016-08-19,1,2,1540.12,1.1200000047683716,1.1200000047683716,38.875,-100.375
1594,2016-08-22,2016-08-22,1,4,3080.24,1.6200000047683716,1.3700000047683716,47.75,-98.21
1595,2016-08-23,2016-08-24,2,16,12320.96,3.119999885559082,1.463749885559082,38.825,-96.985
1596,2016-08-25,2016-08-26,2,12,9240.72,2.619999885559082,1.536666750907898,36.539,-98.669
1597,2016-08-27,2016-08-28,2,29,22331.739999999998,2.619999885559082,1.3527582883834839,44.423,-94.431
1598,2016-08-29,2016-08-29,1,2,1540.12,1.1200000047683716,1.1200000047683716,42.5,-97.25
1599,2016-08-31,2016-08-31,1,1,770.06,1.3700000047683716,1.3700000047683716,46.75,-100.25
1600,2016-09-03,2016-09-03,1,7,5390.42,3.119999885559082,1.6557141542434692,41.419,-101.799
1601,2016-09-04,2016-09-04,1,17,13091.019999999999,3.119999885559082,1.708235263824463,41.466,-102.119
1602,2016-09-05,2016-09-05,1,10,7700.599999999999,1.8700000047683716,1.3949999809265137,41.054,-100.958
1603,2016-09-06,2016-09-06,1,2,1540.12,1.1200000047683716,1.1200000047683716,44.125,-90.0
1604,2016-09-07,2016-09-07,1,6,4620.36,2.619999885559082,1.9116665124893188,45.921,-98.342
1605,2016-09-08,2016-09-09,2,10,7700.599999999999,2.619999885559082,1.5699999332427979,39.429,-98.941
1606,2016-09-11,2016-09-11,1,1,770.06,1.1200000047683716,1.1200000047683716,32.0,-89.0
1607,2016-09-12,2016-09-12,1,2,1540.12,1.8700000047683716,1.4950000047683716,40.344,-98.967
1608,2016-09-13,2016-09-14,2,5,3850.2999999999997,1.8700000047683716,1.4700000286102295,36.166,-102.967
1609,2016-09-15,2016-09-17,3,35,26952.1,2.869999885559082,1.7128568887710571,38.522,-100.987
1610,2016-09-19,2016-09-19,1,4,3080.24,1.8700000047683716,1.4950000047683716,43.219,-90.281
1611,2016-09-21,2016-09-21,1,4,3080.24,1.6200000047683716,1.3075000047683716,43.143,-93.119
1612,2016-09-23,2016-09-23,1,6,4620.36,1.8700000047683716,1.536666750907898,42.919,-103.797
1613,2016-09-28,2016-09-30,3,23,17711.379999999997,3.119999885559082,1.511304259300232,37.51,-80.379
1614,2016-10-02,2016-10-02,1,1,770.06,1.8700000047683716,1.8700000047683716,43.0,-112.0
1615,2016-10-03,2016-10-04,2,22,16941.32,2.119999885559082,1.4722727537155151,39.484,-98.344
1616,2016-10-05,2016-10-06,2,21,16171.259999999998,2.869999885559082,1.4890477657318115,37.485,-97.813
1617,2016-10-09,2016-10-09,1,1,770.06,1.1200000047683716,1.1200000047683716,33.25,-107.5
1618,2016-10-10,2016-10-10,1,1,770.06,1.1200000047683716,1.1200000047683716,37.25,-100.25
1619,2016-10-12,2016-10-12,1,2,1540.12,2.619999885559082,2.244999885559082,35.896,-92.938
1620,2016-10-17,2016-10-17,1,1,770.06,2.119999885559082,2.119999885559082,44.75,-83.75
1621,2016-10-19,2016-10-19,1,6,4620.36,2.619999885559082,1.4533332586288452,38.522,-88.722
1622,2016-10-20,2016-10-20,1,4,3080.24,1.6200000047683716,1.3075000047683716,39.512,-81.137
1623,2016-10-25,2016-10-25,1,3,2310.18,1.1200000047683716,1.1200000047683716,40.333,-98.0
1624,2016-10-26,2016-10-26,1,1,770.06,1.1200000047683716,1.1200000047683716,34.5,-96.5
1625,2016-10-30,2016-10-30,1,2,1540.12,1.1200000047683716,1.1200000047683716,41.0,-83.375
1626,2016-11-02,2016-11-02,1,4,3080.24,1.8700000047683716,1.3075000047683716,36.159,-97.61
1627,2016-11-04,2016-11-04,1,1,770.06,2.119999885559082,2.119999885559082,32.75,-108.25
1628,2016-11-05,2016-11-05,1,1,770.06,1.1200000047683716,1.1200000047683716,35.25,-106.75
1629,2016-11-27,2016-11-27,1,1,770.06,1.1200000047683716,1.1200000047683716,40.25,-98.75
1630,2016-11-29,2016-11-29,1,20,15401.199999999999,2.869999885559082,1.4200000762939453,33.184,-90.659
1631,2016-12-17,2016-12-17,1,2,1540.12,3.119999885559082,2.119999885559082,35.906,-90.41
1632,2016-12-28,2016-12-28,1,4,3080.24,1.8700000047683716,1.3075000047683716,35.804,-88.358
1633,2017-01-01,2017-01-02,2,5,3850.2999999999997,1.1200000047683716,1.1200000047683716,33.35,-90.4
1634,2017-01-03,2017-01-03,1,1,770.06,1.1200000047683716,1.1200000047683716,40.5,-87.75
1635,2017-01-14,2017-01-14,1,1,770.06,1.1200000047683716,1.1200000047683716,33.0,-106.0
1636,2017-01-15,2017-01-15,1,3,2310.18,2.619999885559082,2.2866666316986084,29.905,-100.559
1637,2017-01-20,2017-01-21,2,32,24641.92,3.119999885559082,1.541874885559082,32.291,-91.091
1638,2017-01-22,2017-01-22,1,1,770.06,1.1200000047683716,1.1200000047683716,30.5,-86.75
1639,2017-02-07,2017-02-07,1,11,8470.66,2.119999885559082,1.5063636302947998,31.979,-89.628
1640,2017-02-08,2017-02-08,1,1,770.06,1.1200000047683716,1.1200000047683716,36.5,-85.0
1641,2017-02-15,2017-02-15,1,1,770.06,1.1200000047683716,1.1200000047683716,33.25,-81.0
1642,2017-02-21,2017-02-21,1,1,770.06,1.1200000047683716,1.1200000047683716,46.25,-102.75
1643,2017-02-23,2017-02-23,1,3,2310.18,1.1200000047683716,1.1200000047683716,41.917,-89.0
1644,2017-02-24,2017-02-24,1,8,6160.48,1.6200000047683716,1.2137500047683716,41.782,-84.125
1645,2017-02-25,2017-02-25,1,13,10010.779999999999,1.8700000047683716,1.2930768728256226,38.478,-76.716
1646,2017-02-27,2017-02-27,1,4,3080.24,1.3700000047683716,1.1825000047683716,33.408,-94.223
1647,2017-02-28,2017-03-01,2,114,87786.84,3.119999885559082,1.4270174503326416,38.044,-90.054
1648,2017-03-06,2017-03-06,1,60,46203.6,2.869999885559082,1.4658335447311401,40.813,-94.453
1649,2017-03-07,2017-03-07,1,1,770.06,1.6200000047683716,1.6200000047683716,33.0,-89.0
1650,2017-03-09,2017-03-09,1,58,44663.479999999996,2.869999885559082,1.4303449392318726,36.566,-91.414
1651,2017-03-11,2017-03-11,1,1,770.06,2.119999885559082,2.119999885559082,32.75,-103.5
1652,2017-03-17,2017-03-17,1,2,1540.12,1.1200000047683716,1.1200000047683716,36.25,-90.5
1653,2017-03-18,2017-03-18,1,1,770.06,1.1200000047683716,1.1200000047683716,34.75,-78.75
1654,2017-03-20,2017-03-20,1,9,6930.539999999999,2.869999885559082,1.5088887214660645,40.591,-87.601
1655,2017-03-21,2017-03-21,1,18,13861.079999999998,2.119999885559082,1.522777795791626,35.824,-86.831
1656,2017-03-23,2017-03-23,1,25,19251.5,2.619999885559082,1.3899998664855957,40.307,-96.506
1657,2017-03-24,2017-03-24,1,4,3080.24,1.1200000047683716,1.1200000047683716,38.562,-97.062
1658,2017-03-25,2017-03-25,1,1,770.06,1.8700000047683716,1.8700000047683716,30.5,-89.75
1659,2017-03-26,2017-03-26,1,13,10010.779999999999,2.119999885559082,1.4661539793014526,34.86,-96.28
1660,2017-03-27,2017-03-27,1,46,35422.759999999995,2.869999885559082,1.4243477582931519,34.667,-88.178
1661,2017-03-28,2017-03-28,1,24,18481.44,2.619999885559082,1.5366665124893188,33.715,-97.739
1662,2017-03-29,2017-03-29,1,16,12320.96,1.8700000047683716,1.2606250047683716,36.038,-92.773
1663,2017-03-30,2017-03-30,1,18,13861.079999999998,2.119999885559082,1.272777795791626,38.357,-85.48
1664,2017-03-31,2017-03-31,1,8,6160.48,1.8700000047683716,1.3700000047683716,36.605,-82.459
1665,2017-04-01,2017-04-01,1,9,6930.539999999999,4.619999885559082,2.2033331394195557,32.229,-100.006
1666,2017-04-02,2017-04-02,1,12,9240.72,1.8700000047683716,1.3075000047683716,32.784,-94.169
1667,2017-04-03,2017-04-03,1,1,770.06,1.1200000047683716,1.1200000047683716,32.5,-82.0
1668,2017-04-04,2017-04-05,2,75,57754.49999999999,2.619999885559082,1.3900001049041748,34.94,-87.795
1669,2017-04-09,2017-04-11,3,67,51594.02,2.869999885559082,1.4894030094146729,40.125,-93.78
1670,2017-04-12,2017-04-15,4,85,65455.1,3.119999885559082,1.5317646265029907,39.442,-98.199
1671,2017-04-16,2017-04-16,1,15,11550.9,3.119999885559082,1.786666750907898,34.625,-100.66
1672,2017-04-17,2017-04-17,1,2,1540.12,1.1200000047683716,1.1200000047683716,27.125,-98.25
1673,2017-04-18,2017-04-20,3,44,33882.64,2.619999885559082,1.4438633918762207,39.592,-92.322
1674,2017-04-21,2017-04-21,1,13,10010.779999999999,2.869999885559082,1.466153860092163,35.122,-90.603
1675,2017-04-22,2017-04-22,1,8,6160.48,2.119999885559082,1.338749885559082,35.9,-83.289
1676,2017-04-24,2017-04-24,1,1,770.06,1.1200000047683716,1.1200000047683716,33.75,-81.0
1677,2017-04-25,2017-04-25,1,8,6160.48,2.869999885559082,1.713749885559082,36.088,-96.256
1678,2017-04-26,2017-04-26,1,32,24641.92,2.619999885559082,1.323124885559082,34.654,-91.415
1679,2017-04-27,2017-04-27,1,5,3850.2999999999997,1.6200000047683716,1.3199999332427979,40.098,-85.989
1680,2017-04-28,2017-04-29,2,48,36962.88,2.119999885559082,1.276249885559082,36.208,-90.63
1681,2017-04-30,2017-04-30,1,1,770.06,1.1200000047683716,1.1200000047683716,31.5,-89.5
1682,2017-05-01,2017-05-01,1,2,1540.12,1.6200000047683716,1.3700000047683716,41.602,-79.148
1683,2017-05-02,2017-05-03,2,24,18481.44,2.119999885559082,1.4220832586288452,32.558,-94.935
1684,2017-05-05,2017-05-05,1,4,3080.24,1.6200000047683716,1.2450000047683716,39.994,-79.781
1685,2017-05-06,2017-05-06,1,1,770.06,1.1200000047683716,1.1200000047683716,46.75,-113.0
1686,2017-05-07,2017-05-07,1,1,770.06,1.1200000047683716,1.1200000047683716,41.5,-95.0
1687,2017-05-08,2017-05-10,3,87,66995.22,3.119999885559082,1.5165516138076782,36.461,-100.768
1688,2017-05-11,2017-05-11,1,16,12320.96,2.869999885559082,1.385624885559082,36.411,-93.353
1689,2017-05-14,2017-05-18,5,201,154782.06,3.619999885559082,1.613781213760376,39.101,-95.91
1690,2017-05-19,2017-05-20,2,40,30802.399999999998,4.619999885559082,1.5200001001358032,34.524,-92.784
1691,2017-05-21,2017-05-21,1,4,3080.24,1.3700000047683716,1.1825000047683716,32.683,-96.883
1692,2017-05-23,2017-05-23,1,5,3850.2999999999997,2.619999885559082,1.5699999332427979,29.15,-97.798
1693,2017-05-24,2017-05-24,1,3,2310.18,2.119999885559082,1.7033332586288452,37.213,-84.128
1694,2017-05-25,2017-05-27,3,133,102417.98,4.369999885559082,1.636917233467102,37.745,-93.656
1695,2017-05-28,2017-05-28,1,20,15401.199999999999,3.119999885559082,1.5200001001358032,38.814,-88.797
1696,2017-05-29,2017-05-31,3,45,34652.7,2.119999885559082,1.2755553722381592,38.499,-86.739
1697,2017-06-01,2017-06-01,1,1,770.06,1.1200000047683716,1.1200000047683716,30.75,-103.0
1698,2017-06-02,2017-06-02,1,11,8470.66,1.8700000047683716,1.2563636302947998,47.766,-99.167
1699,2017-06-03,2017-06-03,1,2,1540.12,1.3700000047683716,1.2450000047683716,45.587,-88.475
1700,2017-06-04,2017-06-05,2,13,10010.779999999999,1.8700000047683716,1.331538438796997,37.007,-90.227
1701,2017-06-06,2017-06-07,2,16,12320.96,2.119999885559082,1.401249885559082,39.85,-103.148
1702,2017-06-08,2017-06-08,1,6,4620.36,1.8700000047683716,1.2450000047683716,42.784,-107.473
1703,2017-06-09,2017-06-09,1,28,21561.68,2.869999885559082,1.6199997663497925,47.558,-99.332
1704,2017-06-10,2017-06-10,1,13,10010.779999999999,1.8700000047683716,1.2930768728256226,44.606,-97.939
1705,2017-06-11,2017-06-13,3,124,95487.43999999999,4.619999885559082,1.5877419710159302,41.023,-98.819
1706,2017-06-14,2017-06-14,1,14,10780.84,1.8700000047683716,1.2092857360839844,40.174,-91.759
1707,2017-06-15,2017-06-17,3,131,100877.85999999999,4.119999885559082,1.7001526355743408,39.559,-96.29
1708,2017-06-18,2017-06-18,1,1,770.06,1.1200000047683716,1.1200000047683716,42.0,-79.5
1709,2017-06-19,2017-06-19,1,6,4620.36,1.1200000047683716,1.1200000047683716,41.042,-87.542
1710,2017-06-20,2017-06-21,2,43,33112.579999999994,4.369999885559082,1.6258141994476318,39.863,-99.723
1711,2017-06-22,2017-06-22,1,5,3850.2999999999997,1.6200000047683716,1.2200000286102295,41.588,-95.887
1712,2017-06-23,2017-06-23,1,2,1540.12,1.8700000047683716,1.6200000047683716,35.433,-104.02
1713,2017-06-24,2017-06-24,1,3,2310.18,1.3700000047683716,1.2033333778381348,36.569,-98.744
1714,2017-06-25,2017-06-26,2,32,24641.92,4.369999885559082,1.784062385559082,37.726,-101.532
1715,2017-06-27,2017-06-27,1,16,12320.96,1.8700000047683716,1.3231250047683716,43.241,-88.517
1716,2017-06-28,2017-06-29,2,73,56214.38,3.119999885559082,1.6679452657699585,40.326,-98.655
1717,2017-06-30,2017-06-30,1,13,10010.779999999999,3.119999885559082,1.8700001239776611,34.759,-100.861
1718,2017-07-01,2017-07-01,1,7,5390.42,1.8700000047683716,1.4057142734527588,38.596,-92.476
1719,2017-07-02,2017-07-04,3,48,36962.88,2.619999885559082,1.5522915124893188,43.912,-99.294
1720,2017-07-06,2017-07-06,1,9,6930.539999999999,1.8700000047683716,1.3422222137451172,44.485,-89.648
1721,2017-07-07,2017-07-07,1,30,23101.8,2.619999885559082,1.4866663217544556,40.31,-92.166
1722,2017-07-08,2017-07-08,1,4,3080.24,2.869999885559082,1.619999885559082,40.42,-98.731
1723,2017-07-09,2017-07-09,1,12,9240.72,4.119999885559082,2.328333616256714,44.712,-95.036
1724,2017-07-10,2017-07-12,3,44,33882.64,2.619999885559082,1.4779545068740845,44.943,-94.679
1725,2017-07-13,2017-07-13,1,1,770.06,1.1200000047683716,1.1200000047683716,36.5,-79.25
1726,2017-07-14,2017-07-14,1,3,2310.18,1.8700000047683716,1.536666750907898,47.926,-101.351
1727,2017-07-15,2017-07-15,1,3,2310.18,1.3700000047683716,1.2033333778381348,40.793,-97.312
1728,2017-07-16,2017-07-16,1,7,5390.42,1.8700000047683716,1.441428542137146,42.084,-88.892
1729,2017-07-17,2017-07-17,1,19,14631.14,1.8700000047683716,1.225263237953186,43.183,-87.175
1730,2017-07-18,2017-07-18,1,12,9240.72,2.119999885559082,1.3491665124893188,40.108,-96.167
1731,2017-07-19,2017-07-19,1,12,9240.72,2.869999885559082,1.474166750907898,43.998,-97.873
1732,2017-07-20,2017-07-20,1,7,5390.42,1.1200000047683716,1.1200000047683716,43.75,-95.357
1733,2017-07-22,2017-07-22,1,5,3850.2999999999997,1.8700000047683716,1.3199999332427979,39.373,-92.467
1734,2017-07-23,2017-07-23,1,2,1540.12,1.1200000047683716,1.1200000047683716,40.875,-89.625
1735,2017-07-24,2017-07-24,1,2,1540.12,1.6200000047683716,1.3700000047683716,49.0,-101.057
1736,2017-07-25,2017-07-25,1,6,4620.36,1.8700000047683716,1.3283332586288452,44.774,-96.258
1737,2017-07-26,2017-07-26,1,1,770.06,2.119999885559082,2.119999885559082,37.75,-103.5
1738,2017-07-27,2017-07-27,1,2,1540.12,1.8700000047683716,1.6200000047683716,42.461,-103.211
1739,2017-07-29,2017-07-29,1,2,1540.12,1.8700000047683716,1.4950000047683716,48.75,-102.627
1740,2017-07-31,2017-07-31,1,15,11550.9,1.8700000047683716,1.3033334016799927,47.532,-98.409
1741,2017-08-02,2017-08-02,1,16,12320.96,2.619999885559082,1.510624885559082,41.133,-95.546
1742,2017-08-03,2017-08-03,1,3,2310.18,1.8700000047683716,1.6200000047683716,42.27,-83.095
1743,2017-08-04,2017-08-04,1,3,2310.18,1.1200000047683716,1.1200000047683716,41.667,-78.75
1744,2017-08-06,2017-08-06,1,3,2310.18,1.8700000047683716,1.3700000047683716,42.067,-109.509
1745,2017-08-07,2017-08-07,1,2,1540.12,1.1200000047683716,1.1200000047683716,46.875,-88.125
1746,2017-08-08,2017-08-10,3,39,30032.339999999997,4.369999885559082,1.8187179565429688,39.136,-99.996
1747,2017-08-11,2017-08-14,4,49,37732.939999999995,2.869999885559082,1.3802040815353394,42.693,-98.154
1748,2017-08-15,2017-08-15,1,18,13861.079999999998,2.869999885559082,1.6061110496520996,40.953,-101.186
1749,2017-08-16,2017-08-16,1,6,4620.36,2.619999885559082,1.6616665124893188,36.649,-98.351
1750,2017-08-17,2017-08-17,1,4,3080.24,1.8700000047683716,1.3700000047683716,37.897,-101.699
1751,2017-08-18,2017-08-18,1,20,15401.199999999999,2.119999885559082,1.3825000524520874,41.418,-93.364
1752,2017-08-19,2017-08-19,1,11,8470.66,2.619999885559082,1.5290908813476562,41.09,-92.126
1753,2017-08-20,2017-08-20,1,5,3850.2999999999997,1.8700000047683716,1.3199999332427979,43.83,-96.958
1754,2017-08-21,2017-08-21,1,9,6930.539999999999,2.119999885559082,1.3144443035125732,42.698,-93.458
1755,2017-08-22,2017-08-22,1,4,3080.24,1.8700000047683716,1.4325000047683716,38.827,-90.638
1756,2017-08-24,2017-08-24,1,2,1540.12,1.1200000047683716,1.1200000047683716,42.75,-97.125
1757,2017-08-25,2017-08-25,1,3,2310.18,1.8700000047683716,1.3700000047683716,42.705,-100.659
1758,2017-08-26,2017-08-26,1,22,16941.32,3.119999885559082,1.767727017402649,42.87,-101.821
1759,2017-08-28,2017-08-28,1,1,770.06,1.6200000047683716,1.6200000047683716,36.0,-105.5
1760,2017-09-01,2017-09-01,1,6,4620.36,1.8700000047683716,1.3283332586288452,43.007,-96.751
1761,2017-09-04,2017-09-04,1,10,7700.599999999999,2.119999885559082,1.34499990940094,39.803,-87.534
1762,2017-09-05,2017-09-05,1,5,3850.2999999999997,1.3700000047683716,1.1699999570846558,38.26,-82.561
1763,2017-09-08,2017-09-08,1,1,770.06,1.1200000047683716,1.1200000047683716,38.75,-120.25
1764,2017-09-14,2017-09-14,1,3,2310.18,2.119999885559082,1.7033332586288452,46.436,-94.911
1765,2017-09-15,2017-09-15,1,7,5390.42,1.3700000047683716,1.26285719871521,41.538,-101.278
1766,2017-09-17,2017-09-17,1,2,1540.12,1.6200000047683716,1.6200000047683716,36.375,-103.125
1767,2017-09-18,2017-09-18,1,5,3850.2999999999997,1.8700000047683716,1.5699999332427979,37.25,-94.05
1768,2017-09-19,2017-09-21,3,24,18481.44,2.619999885559082,1.494999885559082,44.196,-98.315
1769,2017-09-22,2017-09-23,2,6,4620.36,2.119999885559082,1.2866665124893188,43.284,-93.052
1770,2017-09-28,2017-09-28,1,1,770.06,1.8700000047683716,1.8700000047683716,32.0,-108.5
1771,2017-09-30,2017-09-30,1,2,1540.12,1.8700000047683716,1.6200000047683716,37.51,-103.884
1772,2017-10-01,2017-10-02,2,32,24641.92,3.119999885559082,1.565312385559082,40.306,-100.072
1773,2017-10-05,2017-10-06,2,29,22331.739999999998,3.119999885559082,1.5768963098526,38.968,-99.974
1774,2017-10-09,2017-10-09,1,1,770.06,2.119999885559082,2.119999885559082,38.75,-90.25
1775,2017-10-13,2017-10-13,1,1,770.06,1.1200000047683716,1.1200000047683716,41.5,-89.75
1776,2017-10-14,2017-10-14,1,7,5390.42,1.8700000047683716,1.4057142734527588,39.813,-93.384
1777,2017-10-21,2017-10-21,1,16,12320.96,3.119999885559082,1.526249885559082,34.576,-98.9
1778,2017-11-03,2017-11-03,1,9,6930.539999999999,1.8700000047683716,1.4255555868148804,33.815,-91.714
1779,2017-11-05,2017-11-05,1,8,6160.48,3.119999885559082,1.713749885559082,38.602,-89.668
1780,2017-11-07,2017-11-07,1,1,770.06,1.3700000047683716,1.3700000047683716,34.25,-83.0
1781,2017-12-04,2017-12-04,1,4,3080.24,1.1200000047683716,1.1200000047683716,38.312,-93.625
1782,2018-01-22,2018-01-22,1,1,770.06,1.1200000047683716,1.1200000047683716,40.25,-90.0
1783,2018-02-21,2018-02-21,1,1,770.06,1.1200000047683716,1.1200000047683716,31.75,-91.0
1784,2018-02-24,2018-02-24,1,2,1540.12,1.1200000047683716,1.1200000047683716,31.5,-98.375
1785,2018-03-05,2018-03-05,1,4,3080.24,1.8700000047683716,1.3075000047683716,33.625,-90.965
1786,2018-03-10,2018-03-11,2,30,23101.8,3.119999885559082,1.6449997425079346,33.885,-92.119
1787,2018-03-16,2018-03-16,1,4,3080.24,1.1200000047683716,1.1200000047683716,37.125,-89.562
1788,2018-03-17,2018-03-18,2,28,21561.68,1.8700000047683716,1.2271429300308228,33.909,-89.955
1789,2018-03-19,2018-03-19,1,16,12320.96,2.119999885559082,1.416874885559082,33.835,-86.584
1790,2018-03-20,2018-03-20,1,4,3080.24,1.8700000047683716,1.3075000047683716,31.215,-80.804
1791,2018-03-23,2018-03-23,1,12,9240.72,1.8700000047683716,1.3700000047683716,39.909,-99.712
1792,2018-03-25,2018-03-25,1,8,6160.48,2.869999885559082,1.776249885559082,35.822,-96.295
1793,2018-03-26,2018-03-26,1,15,11550.9,2.869999885559082,1.5033334493637085,33.003,-100.003
1794,2018-03-27,2018-03-27,1,3,2310.18,1.6200000047683716,1.3700000047683716,30.932,-100.592
1795,2018-03-28,2018-03-28,1,5,3850.2999999999997,1.8700000047683716,1.5699999332427979,32.12,-92.415
1796,2018-04-02,2018-04-03,2,46,35422.759999999995,2.619999885559082,1.3428258895874023,36.828,-89.481
1797,2018-04-06,2018-04-06,1,25,19251.5,2.869999885559082,1.6399998664855957,32.685,-93.55
1798,2018-04-07,2018-04-07,1,2,1540.12,2.119999885559082,2.119999885559082,43.5,-112.125
1799,2018-04-10,2018-04-10,1,1,770.06,3.119999885559082,3.119999885559082,30.0,-81.5
1800,2018-04-12,2018-04-13,2,39,30032.339999999997,2.119999885559082,1.3058971166610718,39.253,-95.038
1801,2018-04-15,2018-04-15,1,4,3080.24,1.8700000047683716,1.3700000047683716,36.245,-81.017
